"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Pathways of gene"
"HAP1"	"YLR256W"	646415	650923	"Heme Activator Protein"	""
"HSC82"	"YMR186W"	632355	634472	"HSC82"	""
"MATALPHA2"	"YCR039C"	199546	200178	"MATing type protein ALPHA"	""
"RGM1"	"YMR182C"	624532	625167	"RGM1"	""
"RRP43"	"YCR035C"	191834	193018	"Ribosomal RNA Processing"	""
"ARC35"	"YNR035C"	693019	694047	"ARp2/3 Complex subunit"	""
"ENP2"	"YGR145W"	781767	783890	"Essential Nuclear Protein"	""
"YOR394C-A"	"YOR394C-A"	1084202	1084369	"YOR394C-A"	""
"RPI1"	"YIL119C"	136654	137877	"Ras-cAMP Pathway Inhibitor"	""
"HIM1"	"YDR317W"	1102184	1103428	"High Induced Mutagenesis"	""
"BI2"	"Q0110"	36540	38579	"BI2"	""
"YKL091C"	"YKL091C"	269718	270650	"YKL091C"	""
"PGU1"	"PGU1"	722815	723900	"endo-polygalacturonase"	""
"AIM11"	"YER093C-A"	347912	348400	"Altered Inheritance rate of Mitochondria"	""
"PTA1"	"YAL043C"	58695	61052	"Pre-Trna Accumulation"	""
"RSA3"	"YLR221C"	578362	579024	"RiboSome Assembly"	""
"HLJ1"	"YMR161W"	577718	578392	"HomoLogous to E. coli dnaJ protein"	""
"POL4"	"YCR014C"	139185	140933	"POLymerase"	""
"ATG3"	"YNR007C"	639182	640114	"AuTophaGy related"	""
"MEP1"	"YGR121C"	731449	732927	"MEP1"	""
"YOR378W"	"YOR378W"	1049511	1051058	"YOR378W"	""
"BMT5"	"YIL096C"	182117	183127	"25S rRNA (uracil<sup>2634</sup>-<i>N</i><sup>3</sup>)-methyltransferase"	""
"MHR1"	"YDR296W"	1055212	1055892	"Mitochondrial Homologous DNA Recombination"	""
"ARR3"	"YPR201W"	939922	941136	"ARsenicals Resistance"	""
"MNR2"	"YKL064W"	317764	320673	"MaNganese Resistance"	""
"ILV3"	"ILV3"	464451	466208	"dihydroxy-acid dehydratase"	"valine biosynthesis" // "superpathway of leucine, valine, and isoleucine biosynthesis" // "isoleucine biosynthesis"
"ECM32"	"YER176W"	541690	545055	"ExtraCellular Mutant"	""
"FUN26"	"YAL022C"	108877	110430	"Function Unknown Now"	""
"NOP56"	"YLR197W"	546097	547611	"NucleOlar Protein of 56.8 kDa"	""
"PSO2"	"YMR137C"	542978	544963	"PSOralen derivative sensitive"	""
"FYV5"	"YCL058C"	23523	23981	"Function required for Yeast Viability"	""
"KRE1"	"YNL322C"	33294	34235	"Killer toxin REsistant"	""
"MDR1"	"YGR100W"	690245	693097	"Mac1-Dependent Regulator"	""
"SOG2"	"YOR353C"	998453	1000828	"SOG2"	""
"SEC6"	"YIL068C"	233057	235474	"SECretory"	""
"DON1"	"YDR273W"	1010176	1011273	"DONut"	""
"HDA3"	"YPR179C"	893797	895764	"Histone DeAcetylase"	""
"SPC42"	"YKL042W"	358475	359566	"Spindle Pole Component"	""
"GSH1"	"GSH1"	234320	236356	"gamma-glutamylcysteine synthetase"	"superpathway of glutathione metabolism (truncated &gamma;-glutamyl cycle)" // "&gamma;-glutamyl cycle" // "glutathione biosynthesis"
"PET122"	"YER153C"	474041	474805	"PETite colonies"	""
"VPS8"	"YAL002W"	143707	147531	"Vacuolar Protein Sorting"	""
"APS1"	"YLR170C"	500579	501049	"clathrin Associated Protein complex Small subunit"	""
"SHH3"	"YMR118C"	502144	502734	"SDH3 Homolog"	""
"RRP7"	"YCL031C"	64675	65568	"Ribosomal RNA Processing"	""
"RPS19B"	"YNL302C"	61958	62943	"Ribosomal Protein of the Small subunit"	""
"TOM20"	"YGR082W"	644044	644595	"Translocase of the Outer Mitochondrial membrane"	""
"SCD5"	"YOR329C"	936731	939349	"Suppressor of Clathrin Deficiency"	""
"PKP1"	"YIL042C"	275108	276292	"Protein Kinase of PDH"	""
"PAM1"	"YDR251W"	960614	963106	"Pp2A Multicopy suppressor"	""
"TPO3"	"YPR156C"	837909	839777	"Transporter of POlyamines"	""
"PUT3"	"YKL015W"	408544	411483	"Proline UTilization"	""
"DAL2"	"DAL2"	410807	411838	"allantoicase monomer"	"superpathway of allantoin degradation in yeast" // "allantoin degradation to glyoxylate I" // "allantoin degradation to ureidoglycolate I (urea producing)"
"YER134C"	"YER134C"	437267	437803	"YER134C"	""
"SLX4"	"YLR135W"	413281	415527	"Synthetic Lethal of unknown (X) function"	""
"UTP15"	"YMR093W"	454015	455556	"U Three Protein"	""
"PAU9"	"YBL108C-A"	7605	7733	"seriPAUperin"	""
"POP3"	"YNL282W"	107687	108274	"Processing Of Precursor RNAs"	""
"PEF1"	"YGR058W"	606136	607143	"Penta-EF-Hand protein"	""
"MCH5"	"YOR306C"	889867	891432	"MonoCarboxylate transporter Homologue"	""
"RPB3"	"YIL021W"	312905	313861	"RNA Polymerase B"	""
"HTB1"	"YDR224C"	914317	914712	"Histone h Two B"	""
"RPS23B"	"YPR132W"	794965	795767	"Ribosomal Protein of the Small subunit"	""
"MPH3"	"YJR160C"	738008	739816	"Maltose Permease Homolog"	""
"KTR7"	"KTR7"	200490	202043	"mannosyltransferase"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"
"SPR6"	"YER115C"	394292	394867	"SPorulation Regulated"	""
"CCW12"	"YLR110C"	369697	370098	"Covalently linked Cell Wall protein"	""
"ABF2"	"YMR072W"	411569	412120	"ARS-Binding Factor"	""
"VBA2"	"YBR293W"	787006	788430	"Vacuolar Basic Amino acid transporter"	""
"YNL260C"	"YNL260C"	156859	157455	"required for biogenesis of the Large ribosomal subunit and initiation of Translation in Oxygen"	""
"TIM21"	"YGR033C"	554248	554967	"Translocase of the Inner Mitochondrial membrane"	""
"PLP2"	"YOR281C"	846269	847129	"Phosducin-Like Protein"	""
"IGO2"	"YHR132W-A"	370054	370449	"Initiation of G zerO"	""
"RAV2"	"YDR202C"	856898	857953	"Regulator of (H+)-ATPase in Vacuolar membrane"	""
"YPR109W"	"YPR109W"	744689	745573	"YPR109W"	""
"ENT3"	"YJR125C"	654737	655963	"Epsin N-Terminal homology"	""
"SOL3"	"SOL3"	423724	424473	"6-phosphogluconolactonase"	"pentose phosphate pathway (oxidative branch)"
"SHC1"	"YER096W"	351698	353236	"Sporulation-specific Homolog of CSD4"	""
"GAA1"	"YLR088W"	316107	317951	"GPI Anchor Attachment"	""
"FAR3"	"YMR052W"	379586	380200	"Factor ARrest"	""
"EFM2"	"YBR271W"	744852	746111	"Elongation Factor Methyltransferase"	""
"SLA2"	"YNL243W"	188051	190957	"Synthetic Lethal with ABP1"	""
"YGR001C"	"YGR001C"	497133	498034	"N-6 Adenine-specific DNA Methyltransferase Like"	""
"RPT4"	"YOR259C"	812395	813708	"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"	""
"AIM46"	"YHR199C"	497490	498422	"Altered Inheritance rate of Mitochondria"	""
"SAS4"	"YDR181C"	825910	827355	"Something About Silencing"	""
"SUA7"	"YPR086W"	710101	711138	"Suppressor of Upstream AUG"	""
"SFC1"	"YJR095W"	609773	610741	"Succinate-Fumarate Carrier"	""
"NCP1"	"NCP1"	190543	192618	"NADP-cytochrome P450 reductase"	""
"RGI1"	"YER067W"	292066	292551	"Respiratory Growth Induced"	""
"MEF1"	"YLR069C"	271630	273915	"Mitochondrial Elongation Factor"	""
"EIS1"	"YMR031C"	332212	334743	"EISosome"	""
"ENP1"	"YBR247C"	713004	714455	"Essential Nuclear Protein"	""
"RAP1"	"YNL216W"	241689	244172	"Repressor Activator Protein"	""
"KAP114"	"YGL241W"	45445	48459	"KAryoPherin"	""
"HES1"	"YOR237W"	781994	783298	"Homologous to kES1"	""
"FMO1"	"YHR176W"	454229	455527	"FMO1"	""
"NBP2"	"YDR162C"	780390	781100	"Nap1 Binding Protein"	""
"YMC1"	"YPR058W"	673751	674674	"Yeast Mitochondrial Carrier"	""
"MOG1"	"YJR074W"	573095	573751	"Multicopy suppressor Of ts Gsp1"	""
"ENO1"	"ENO1"	1000927	1002240	"enolase I"	"gluconeogenesis" // "glycolysis" // "glycolysis III (from glucose)"
"SPO73"	"YER046W"	243180	243611	"SPOrulation"	""
"FRE8"	"YLR047C"	239347	241407	"FRE8"	""
"ADI1"	"YMR009W"	284102	284641	MONOMER3O-186	"methionine salvage pathway"
"PCS60"	"YBR222C"	666720	668351	"PCS60"	""
"YNL190W"	"YNL190W"	282395	283009	"YNL190W"	""
"NIF3"	"YGL221C"	81426	82292	"Ngg1p-Interacting Factor"	""
"STE4"	"YOR212W"	742910	744181	"STErile"	""
"REC104"	"YHR157W"	412907	413455	"RECombination"	""
"HPR1"	"YDR138W"	730578	732836	"HyPerRecombination"	""
"VMA13"	"YPR036W"	643836	645272	"VMA13"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I" // "adenosine nucleotides <i>de novo</i> biosynthesis" // "adenosine ribonucleotides <i>de novo</i> biosynthesis"
"RAD7"	"YJR052W"	532062	533759	"RADiation sensitive"	""
"ASN2"	"ASN2"	739944	741662	"asparagine synthetase (glutamine-hydrolyzing) 2"	"citrulline biosynthesis" // "glutamine degradation I" // "asparagine biosynthesis"
"GCD11"	"YER025W"	205251	206834	"General Control Derepressed"	""
"YEH2"	"YLR020C"	181789	183405	"steryl ester hydrolase 2"	"sterol:steryl ester interconversion"
"TKL1"	"TKL1"	692796	694838	"transketolase"	"pentose phosphate pathway" // "pentose phosphate pathway (non-oxidative branch)"
"ATR1"	"YML116W"	38196	39824	"AminoTriazole Resistance"	""
"TAF5"	"YBR198C"	616127	618523	"TATA binding protein-Associated Factor"	""
"FMP41"	"YNL168C"	318030	318809	"Found in Mitochondrial Proteome"	""
"MDS3"	"YGL197W"	124698	129161	"Mck1 Dosage Suppressor"	""
"MSB1"	"YOR188W"	685767	689180	"Multicopy Suppressor of a Budding defect"	""
"SOK1"	"YDR006C"	458542	461247	"Suppressor Of Kinase"	""
"SPS100"	"YHR139C"	378219	379199	"SPorulation Specific"	""
"MRPL1"	"YDR116C"	682724	683581	"Mitochondrial Ribosomal Protein, Large subunit"	""
"DSS4"	"YPR017C"	593486	593917	"Dominant Suppressor of Sec4"	""
"GEA1"	"YJR031C"	486586	490812	"Guanine nucleotide Exchange on ARF"	""
"CDC55"	"CDC55"	145809	147389	"protein phosphatase 2A regulatory subunit B"	""
"NOP16"	"YER002W"	156803	157498	"NucleOlar Protein"	""
"NOC3"	"YLR002C"	154343	156334	"NucleOlar Complex associated"	""
"KTR6"	"KTR6"	457118	458458	"mannosylphosphate transferase"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"
"GIM5"	"YML094W"	82275	82849	"Gene Involved in Microtubule biogenesis"	""
"UMP1"	"YBR173C"	581726	582172	"Ubiquitin-Mediated Proteolysis"	""
"ALF1"	"YNL148C"	349907	350671	"ALpha-tubulin Foldin"	""
"XRN1"	"YGL173C"	175527	180113	"eXoRiboNuclease"	""
"SEY1"	"YOR165W"	644566	646896	"Synthetic Enhancement of YOP1"	""
"SSB1"	"YDL229W"	44065	45906	"Stress-Seventy subfamily B"	""
"APE4"	"YHR113W"	336337	337809	"APE4"	""
"DNF2"	"YDR093W"	631282	636120	"Drs2 Neo1 Family"	""
"SAM3"	"YPL274W"	22938	24701	"S-AdenosylMethionine metabolism"	""
"VTH2"	"YJL222W"	11475	16124	"VTH2"	""
"IRC7"	"IRC7"	264204	265226	"cystathionine beta-lyase"	"superpathway of sulfur amino acid biosynthesis (<i>Saccharomyces cerevisiae</i>)" // "cysteine biosynthesis IV (fungi)" // "homocysteine and cysteine interconversion"
"RML2"	"YEL050C"	59670	60851	"Ribosomal Mitochondrial Large"	""
"UBI4"	"YLL039C"	64062	65207	"Ubiquitin"	""
"MOD5"	"MOD5"	837674	838960	"transfer RNA isopentenyl transferase"	""
"ORC1"	"YML065W"	142210	144954	"Origin Recognition Complex"	""
"SPP381"	"YBR152W"	546376	547251	"Suppressor of PrP38-1"	""
"NMA111"	"YNL123W"	394685	397678	"Nuclear Mediator of Apoptosis"	""
"PEX14"	"YGL153W"	216273	217298	"PEroXisome related"	""
"ELG1"	"YOR144C"	602717	605092	"Enhanced Level of Genomic instability"	""
"NHP2"	"YDL208W"	87512	87982	"Non-Histone Protein"	""
"GAR1"	"YHR089C"	282681	283298	"GAR1"	""
"PPH3"	"YDR075W"	597156	598082	"Protein PHosphatase"	""
"ICY2"	"YPL250C"	74309	74719	"Interacting with the CYtoskeleton"	""
"CDC6"	"YJL194W"	69338	70879	"Cell Division Cycle"	""
"PRS2"	"PRS2"	358105	359061	"ribose-phosphate pyrophosphokinase"	"superpathway of thiamin diphosphate biosynthesis III (eukaryotes)" // "PRPP biosynthesis"
"VMA3"	"YEL027W"	100769	101251	"Vacuolar Membrane Atpase"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I" // "adenosine nucleotides <i>de novo</i> biosynthesis" // "adenosine ribonucleotides <i>de novo</i> biosynthesis"
"KNS1"	"YLL019C"	105686	107899	"Kinase Next to SPA2"	""
"SMP3"	"SMP3"	609838	611388	"alpha 1,2 mannosyltransferase"	""
"PRP39"	"YML046W"	181474	183363	"Pre-mRNA Processing"	""
"SHE3"	"YBR130C"	495592	496869	"Swi5p-dependent HO Expression"	""
"PHO23"	"YNL097C"	441366	442358	"PHOsphate metabolism"	""
"CEG1"	"YGL130W"	266145	267524	"mRNA capping enzyme &alpha; subunit"	"mRNA capping"
"RPT5"	"YOR117W"	545029	546333	"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"	""
"PPH22"	"YDL188C"	123865	124998	"Protein PHosphatase"	""
"HTD2"	"YHR067W"	230970	231812	"hydroxyacyl-thioester dehydratase"	"palmitate biosynthesis" // "octanoyl-ACP biosynthesis (mitochondria)"
"DBF4"	"YDR052C"	558511	560625	"DumbBell Forming"	""
"USV1"	"YPL230W"	115312	116487	"Up in StarVation"	""
"RFA3"	"YJL173C"	96161	96529	"Replication Factor A"	""
"PMI40"	"PMI40"	157736	159118	"mannose-6-phosphate isomerase"	"mannose degradation" // "dolichyl phosphate D-mannose biosynthesis" // "D-mannose degradation" // "GDP-mannose biosynthesis"
"IRC22"	"YEL001C"	150301	150978	"Increased Recombination Centers"	""
"PCC1"	"YKR095W-A"	625864	626205	"Polarized growth Chromatin-associated Controller"	""
"ARG8"	"ARG8"	58759	60030	"acetylornithine aminotransferase"	"arginine biosynthesis"
"PSP2"	"YML017W"	236588	238731	"Polymerase SuPpressor"	""
"IML3"	"YBR107C"	453793	454530	"Increased Minichromosome Loss"	""
"TPM1"	"YNL079C"	478566	479165	"TroPoMyosin"	""
"CUE3"	"YGL110C"	301537	303411	"Coupling of Ubiquitin conjugation to ER degradation"	""
"ECM3"	"YOR092W"	495127	496968	"ExtraCellular Mutant"	""
"STE7"	"YDL159W"	172481	174028	"STErile"	""
"SRB2"	"YHR041C"	189131	189864	"Suppressor of RNA polymerase B"	""
"RAD28"	"YDR030C"	501753	503273	"RADiation sensitive"	""
"RKM1"	"YPL208W"	157842	159593	"Ribosomal lysine (K) Methyltransferase"	""
"SFH5"	"YJL145W"	145160	146044	"Sec Fourteen Homolog"	""
"TSA2"	"TSA2"	1365072	1365662	"thioredoxin-peroxidase"	""
"IRC4"	"YDR540C"	1517136	1517675	"Increased Recombination Centers"	""
"MLP1"	"YKR095W"	619805	625432	"Myosin-Like Protein"	""
"ABZ1"	"ABZ1"	687635	689998	"para-AminoBenZoic acid (PABA) biosynthesis"	"superpathway of tetrahydrofolate biosynthesis and salvage" // "superpathway of tetrahydrofolate biosynthesis" // "p-aminobenzoate biosynthesis" // "4-aminobenzoate biosynthesis"
"MIM2"	"YLR099W-A"	341325	341588	"MIM2"	""
"TEC1"	"YBR083W"	409169	410629	"Transposon Enhancement Control"	""
"GCD10"	"YNL062C"	508776	510212	"tRNA (adenine<sup>58</sup>-<i>N</i><sup>1</sup>)-methyltransferase  subunit TRM6"	"tRNA methylation"
"LIF1"	"YGL090W"	343319	344584	"Ligase Interacting Factor"	""
"NRT1"	"YOR071C"	459480	461276	"Nicotinamide Riboside Transporter"	""
"RPL35B"	"YDL136W"	217600	218367	"Ribosomal Protein of the Large subunit"	""
"YSC84"	"YHR016C"	136881	138455	"YSC84"	""
"POS5"	"YPL188W"	191406	192650	"NAD(+)/NADH kinase"	"superpathway NAD/NADP - NADH/NADPH interconversion" // "NAD/NADP-NADH/NADPH cytosolic interconversion" // "NAD/NADP-NADH/NADPH mitochondrial interconversion"
"PHO86"	"YJL117W"	192531	193466	"PHOsphate metabolism"	""
"CTA1"	"CTA1"	968133	969680	"catalase A"	"superoxide radicals degradation"
"SMT3"	"YDR510W"	1469400	1469705	"Suppressor of Mif Two"	""
"MSA2"	"YKR077W"	583653	584744	"Mbf and Sbf Associated"	""
"POP1"	"POP1"	231068	233695	"ribonuclease P"	""
"RPL6B"	"YLR448W"	1028854	1029768	"Ribosomal Protein of the Large subunit"	""
"HSF1"	"YGL073W"	368753	371254	"Heat Shock transcription Factor"	""
"ORC2"	"YBR060C"	360652	362514	"Origin Recognition Complex"	""
"HHT2"	"YNL031C"	575640	576050	"Histone H Three"	""
"DBP5"	"YOR046C"	414459	415907	"Dead Box Protein"	""
"CYK3"	"YDL117W"	248581	251238	"CYtoKinesis"	""
"ARN1"	"YHL040C"	19088	20971	"AFT1 ReguloN"	""
"MEX67"	"YPL169C"	229039	230838	"Messenger RNA EXport factor of 67 kDa"	""
"BCK1"	"YJL095W"	247255	251691	"Bypass of C Kinase"	""
"TPI1"	"TPI1"	555726	556472	"triosephosphate isomerase"	"glycolysis" // "glycolysis III (from glucose)"
"PKH1"	"YDR490C"	1431968	1434268	"Pkb-activating Kinase Homolog"	""
"DYN1"	"YKR054C"	535647	547925	"DYNein"	""
"ADH6"	"ADH6"	911061	912143	"NADPH-dependent alcohol dehydrogenase"	"xylose metabolism"
"TUS1"	"YLR425W"	982894	986817	"TOR Unique function Suppressor"	""
"TIF4632"	"YGL049C"	406860	409604	"Translation Initiation Factor"	""
"SCO1"	"YBR037C"	310565	311452	"Synthesis of Cytochrome c Oxidase 1"	""
"LST8"	"YNL006W"	620067	620978	"Lethal with Sec Thirteen"	""
"STI1"	"YOR027W"	381053	382822	"STress Inducible"	""
"RPN6"	"YDL097C"	285391	286695	"Regulatory Particle Non-ATPase"	""
"AIM17"	"YHL021C"	64462	65859	"Altered Inheritance rate of Mitochondria"	""
"ATG5"	"YPL149W"	271310	272194	"AuTophaGy related"	""
"BPL1"	"BPL1"	203039	205111	"biotin:apoprotein ligase"	"biotin-carboxyl carrier protein assembly"
"PRY1"	"YJL079C"	289875	290774	"Pathogen Related in Yeast"	""
"UGO1"	"YDR470C"	1399706	1401214	"UGO (Japanese for fusion)"	""
"SAP190"	"YKR028W"	494257	497358	"Sit4 Associated Protein"	""
"ERG2"	"ERG2"	667537	668205	YMR202W-MONOMER	"superpathway of ergosterol biosynthesis" // "ergosterol biosynthesis"
"BDF1"	"YLR399C"	919536	921596	"BromoDomain Factor"	""
"ALK1"	"YGL021W"	454785	457067	"ALK1"	""
"FLR1"	"YBR008C"	252563	254209	"FLuconazole Resistance"	""
"TGL3"	"YMR313C"	899379	901307	"triacylglycerol lipase"	"phospholipid remodeling (phosphatidylethanolamine)" // "triacylglycerol degradation"
"TSR3"	"YOR006C"	337680	338621	"Twenty S rRNA accumulation"	""
"YET3"	"YDL072C"	329836	330447	"Yeast Endoplasmic reticulum Transmembrane protein"	""
"ARA2"	"YMR041C"	350966	351973	MONOMER3O-32	"dehydro-D-arabinono-1,4-lactone biosynthesis"
"RPL5"	"YPL131W"	303121	304014	"Ribosomal Protein of the Large subunit"	""
"AAD3"	"AAD3"	313890	314981	"aryl-alcohol dehydrogenase"	""
"TIM54"	"YJL054W"	334265	335701	"Translocase of the Inner Mitochondrial membrane"	""
"RPS18A"	"YDR450W"	1359923	1360798	"Ribosomal Protein of the Small subunit"	""
"MEH1"	"YKR007W"	451434	451988	"Multicopy suppressor of Ers1 Hygromycin B sensitivity"	""
"ALO1"	"ALO1"	95791	97371	"D-arabinono-1,4-lactone oxidase"	"dehydro-D-arabinono-1,4-lactone biosynthesis"
"LSB3"	"YFR024C-A"	201960	203433	"Las Seventeen Binding protein"	""
"AVT5"	"YBL089W"	49574	50953	"Amino acid Vacuolar Transport"	""
"SMC6"	"YLR383W"	885288	888632	"Structural Maintenance of Chromosomes"	""
"TDA1"	"YMR291W"	852630	854390	"Topoisomerase I Damage Affected"	""
"PSF3"	"YOL146W"	48864	49448	"Partner of Sld Five"	""
"SIT4"	"YDL047W"	369771	370706	"Suppressor of Initiation of Transcription"	""
"SLH1"	"YGR271W"	1031791	1037694	"SKI2-Like Helicase"	""
"YPL113C"	"YPL113C"	335953	337143	"YPL113C"	""
"ILV6"	"ILV6"	104619	105548	"acetolactate synthase, regulatory subunit"	"isoleucine biosynthesis" // "superpathway of leucine, valine, and isoleucine biosynthesis" // "valine biosynthesis" // "(<i>R</i>)-acetoin biosynthesis I"
"MAD2"	"YJL030W"	387657	388247	"Mitotic Arrest-Deficient"	""
"CAD1"	"YDR423C"	1318046	1319275	"CADmium resistance"	""
"EMC3"	"YKL207W"	48194	48955	"Altered Inheritance rate of Mitochondria"	""
"FBP1"	"FBP1"	873746	874792	"fructose-1,6-bisphosphatase"	"gluconeogenesis"
"RSC8"	"YFR037C"	227513	229186	"Remodel the Structure of Chromatin"	""
"KIP1"	"YBL063W"	101886	105221	"KInesin related Protein"	""
"STE11"	"YLR362W"	849866	852019	"STErile"	""
"ZDS1"	"YMR273C"	811233	813980	"Zillion Different Screens"	""
"HRP1"	"YOL123W"	87844	89448	"Heterogenous nuclear RibonucleoProtein"	""
"RPN4"	"YDL020C"	415113	416708	"Regulatory Particle Non-ATPase"	""
"RPS15"	"YOL040C"	253149	253577	"Ribosomal Protein of the Small subunit"	""
"SDA1"	"YGR245C"	979765	982068	"Severe Depolymerization of Actin"	""
"RPS6A"	"YPL090C"	377291	378395	"Ribosomal Protein of the Small subunit"	""
"EHT1"	"EHT1"	584807	586162	"alcohol acyl transferase"	""
"PRE3"	"YJL001W"	435163	435926	"PRoteinase yscE"	""
"DIT1"	"YDR403W"	1274602	1276212	"DITyrosine"	""
"YKL187C"	"YKL187C"	89284	91536	"FATty acid transporter 3"	""
"GSY2"	"GSY2"	660716	662833	"UDP-glucose-starch glucosyltransferase"	"glycogen biosynthesis"
"AIM13"	"YFR011C"	166746	167258	"Altered Inheritance rate of Mitochondria"	""
"ERD2"	"YBL040C"	142112	142868	"Endoplasmic reticulum Retention Defective"	""
"NUP2"	"YLR335W"	797430	799592	"NUclear Pore"	""
"ZRC1"	"YMR243C"	754838	756166	"Zinc Resistance Conferring"	""
"ITR2"	"YOL103W"	124001	125830	"myo-Inositol TRansporter"	""
"ADF1"	"YCL058W-A"	23584	23925	"Antisense of Depressing Factor"	""
"TLG2"	"YOL018C"	290881	292074	"T-snare affecting a Late Golgi compartment"	""
"PET54"	"YGR222W"	939923	940804	"PETite colonies"	""
"CWC27"	"YPL064C"	428711	429616	"Complexed With Cef1p"	""
"GAL10"	"GAL10"	276253	278352	"GALactose metabolism"	"D-galactose degradation V (Leloir pathway)" // "UDP-D-galactose biosynthesis"
"SQT1"	"YIR012W"	378486	379781	"SQT1"	""
"RPP2B"	"YDR382W"	1239492	1239824	"Ribosomal Protein P2 Beta"	""
"MCD4"	"YKL165C"	137932	140691	"Morphogenesis Checkpoint Dependent"	""
"ACS2"	"ACS2"	445524	447575	"acetyl CoA synthetase 2"	"ethanol degradation II" // "acetate conversion to acetyl-CoA" // "chitin degradation to ethanol"
"SMC1"	"YFL008W"	119429	123106	"Stability of MiniChromosomes"	""
"RFT1"	"YBL020W"	182401	184125	"(mannosyl)<sub>5</sub>-(<i>N</i>-acetylglucosaminyl)<sub>2</sub>-diphosphodolichol chaperone"	""
"CDC25"	"YLR310C"	752224	756993	"Cell Division Cycle"	""
"MRPL44"	"YMR225C"	720960	721403	"Mitochondrial Ribosomal Protein, Large subunit"	""
"REX4"	"YOL080C"	180558	181427	"Rna EXonuclease"	""
"MSH3"	"YCR092C"	276764	279820	"MutS Homolog"	""
"YNR075C-A"	"YNR075C-A"	781511	781603	"YNR075C-A"	""
"YPP1"	"YGR198W"	894693	897146	"alpha-sYnuclein Protective Protein"	""
"ISM1"	"YPL040C"	475993	479001	"Isoleucyl tRNA Synthetase of Mitochondria"	"tRNA charging"
"ACS1"	"ACS1"	42881	45022	"acetyl CoA synthetase 1"	"ethanol degradation II" // "acetate conversion to acetyl-CoA" // "chitin degradation to ethanol"
"COA1"	"YIL157C"	46949	47542	"Cytochrome Oxidase Assembly"	""
"EAF1"	"YDR359C"	1191936	1194884	"Esa1p-Associated Factor"	""
"CTK1"	"YKL139W"	182958	184544	"Carboxy-Terminal domain Kinase"	""
"CCP1"	"CCP1"	566113	567198	"cytochrome c peroxidase"	""
"CAK1"	"YFL029C"	78055	79161	"Cdk-Activating Kinase"	""
"PAU8"	"YAL068C"	1807	2169	"seriPAUperin"	""
"SMD2"	"YLR275W"	694378	694800	"SMD2"	""
"TOM40"	"YMR203W"	668492	669655	"Translocase of the Outer Mitochondrial membrane"	""
"HCM1"	"YCR065W"	229310	231004	"High-Copy suppressor of Calmodulin"	""
"BIO5"	"YNR056C"	731618	733303	"7-keto 8-aminopelargonic acid transporter"	""
"YIP1"	"YGR172C"	842845	843591	"YIP1"	""
"IRC15"	"YPL017C"	518734	520233	"Increased Recombination Centers"	""
"INM2"	"YDR287W"	1035995	1036873	MONOMER3O-11	"<i>myo</i>-inositol biosynthesis"
"TMA108"	"YIL137C"	89948	92788	"Translation Machinery Associated"	""
"MRPS28"	"YDR337W"	1146319	1147179	"Mitochondrial Ribosomal Protein, Small subunit"	""
"APN1"	"YKL114C"	223352	224455	"APurinic/apyrimidinic eNdonuclease"	""
"TGL1"	"TGL1"	180779	182425	"steryl ester hydrolase"	"sterol:steryl ester interconversion" // "triacylglycerol degradation"
"YFL052W"	"YFL052W"	28232	29629	"YFL052W"	""
"RFA1"	"YAR007C"	156754	158619	"Replication Factor A"	""
"YEF3"	"YLR249W"	636780	639914	"Yeast Elongation Factor"	""
"AAD16"	"YFL057C"	14305	14763	"Aryl-Alcohol Dehydrogenase"	""
