"panID"	"ID"	"pident"	"length"	"mismatch"	"gapopen"	"qstart"	"qend"	"sstart"	"send"	"evalues"	"bitscore"	"ec"	"annotation"
"YNR066C"	"gnl|TC-DB|P32319|9.A.63.1.1"	48.6	457	212	7	1	435	1	456	5.1e-114	407.9	"9.A.63.1.1"	"Vacuolar protein sorting/targeting protein VPS10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEP1 PE=1 SV=1"
"YNR070W"	"gnl|TC-DB|P32568|3.A.1.205.2"	71.7	1332	369	5	1	1331	132	1456	0	1925.6	"3.A.1.205.2"	"SNQ2 protein - Saccharomyces cerevisiae (Baker's yeast)."
"YNR070W"	"gnl|TC-DB|Q02785|3.A.1.205.3"	45.5	1346	693	12	8	1333	123	1448	0	1148.3	"3.A.1.205.3"	"ATP-dependent permease PDR12 - Saccharomyces cerevisiae (Baker's yeast)."
"YNR072W"	"gnl|TC-DB|P39924|2.A.1.1.110"	98	563	8	1	2	564	5	564	0	1104	"2.A.1.1.110"	"Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1"
"YNR072W"	"gnl|TC-DB|P54854|2.A.1.1.107"	91.2	560	49	0	2	561	5	564	1.2e-301	1031.6	"2.A.1.1.107"	"Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1"
"YNR072W"	"gnl|TC-DB|P13181|2.A.1.1.6"	59	556	221	3	6	555	16	570	7.7e-187	650.2	"2.A.1.1.6"	"Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast)."
"YNR072W"	"gnl|TC-DB|P39004|2.A.1.1.31"	63	497	183	1	44	540	52	547	1.7e-186	649	"2.A.1.1.31"	"High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1"
"YNR072W"	"gnl|TC-DB|P32467|2.A.1.1.30"	58.1	515	215	1	26	540	40	553	2.8e-181	631.7	"2.A.1.1.30"	"Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast)."
"YNR072W"	"gnl|TC-DB|P32465|2.A.1.1.108"	54.7	539	241	2	2	540	12	547	3.1e-180	628.2	"2.A.1.1.108"	"Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1"
"YNR072W"	"gnl|TC-DB|P54862|2.A.1.1.105"	56	521	225	3	22	539	25	544	9.8e-174	606.7	"2.A.1.1.105"	"Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1"
"YNR072W"	"gnl|TC-DB|P43581|2.A.1.1.5"	57.7	506	212	2	43	548	35	538	4.8e-173	604.4	"2.A.1.1.5"	"Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast)."
"YNR072W"	"gnl|TC-DB|P23585|2.A.1.1.111"	56.6	521	225	1	19	539	18	537	1.2e-171	599.7	"2.A.1.1.111"	"High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1"
"YNR072W"	"gnl|TC-DB|Q2MDH1|2.A.1.1.67"	52.1	497	234	2	44	537	31	526	3e-159	558.5	"2.A.1.1.67"	"Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1"
"YOL009C"	"gnl|TC-DB|Q92328|9.A.58.1.1"	100	271	0	0	1	271	1	271	4.1e-154	540.4	"9.A.58.1.1"	"Mitochondrial distribution and morphology protein 12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDM12 PE=1 SV=2"
"YOL013C"	"gnl|TC-DB|Q08109|3.A.16.1.2"	100	551	0	0	1	551	1	551	2.8e-306	1047	"3.A.16.1.2"	"ERAD-associated E3 ubiquitin-protein ligase HRD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HRD1 PE=1 SV=1"
"YOL020W"	"gnl|TC-DB|P38967|2.A.3.10.8"	100	592	0	0	1	592	1	592	0	1142.9	"2.A.3.10.8"	"Tryptophan permease (Tryptophan amino acid transporter) - Saccharomyces cerevisiae (Baker's yeast)."
"YOL020W"	"gnl|TC-DB|P19145|2.A.3.10.2"	49.5	527	244	8	78	592	86	602	8.2e-139	490.7	"2.A.3.10.2"	"General amino-acid permease GAP1 - Saccharomyces cerevisiae (Baker's yeast)."
"YOL020W"	"gnl|TC-DB|Q5AG77|2.A.3.10.23"	50.2	522	247	5	76	592	69	582	1.1e-138	490.3	"2.A.3.10.23"	"Gap1 protein OS=Candida albicans GN=GAP1 PE=4 SV=1"
"YOL020W"	"gnl|TC-DB|Q59YT0|2.A.3.10.24"	49	522	253	5	76	592	75	588	6.5e-136	481.1	"2.A.3.10.24"	"Potential general amino acid permease OS=Candida albicans GN=GAP2 PE=4 SV=1"
"YOL020W"	"gnl|TC-DB|Q59WB3|2.A.3.10.25"	45.3	558	276	9	54	591	58	606	3e-133	472.2	"2.A.3.10.25"	"Potential general amino acid permease OS=Candida albicans GN=GAP4 PE=4 SV=1"
"YOL020W"	"gnl|TC-DB|P06775|2.A.3.10.1"	45.4	529	272	8	74	592	82	603	1.1e-127	453.8	"2.A.3.10.1"	"Histidine permease - Saccharomyces cerevisiae (Baker's yeast)."
"YOL026C"	"gnl|TC-DB|Q08176|1.B.33.3.1"	100	113	0	0	1	113	1	113	1.7e-61	231.5	"1.B.33.3.1"	"Mitochondrial import protein 1 - Saccharomyces cerevisiae (Baker's yeast)."
"YOL027C"	"gnl|TC-DB|Q08179|2.A.97.1.2"	100	573	0	0	1	573	1	573	4.8e-261	896.7	"2.A.97.1.2"	"Mitochondrial distribution and morphology protein 38 OS=Saccharomyces cerevisiae GN=MDM38 PE=1 SV=1"
"YOL044W"	"gnl|TC-DB|Q08215|3.A.20.1.5"	100	383	0	0	1	383	1	383	5e-198	686.8	"3.A.20.1.5"	"Peroxisomal membrane protein PEX15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEX15 PE=1 SV=1"
"YOL047C"	"gnl|TC-DB|Q08218|2.A.121.2.5"	100	356	0	0	1	356	1	356	3.7e-187	650.6	"2.A.121.2.5"	"Uncharacterized protein YOL047C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOL047C PE=1 SV=2"
"YOL048C"	"gnl|TC-DB|Q08219|2.A.121.2.2"	100	342	0	0	1	342	1	342	4.8e-176	613.6	"2.A.121.2.2"	"Regulator of rDNA transcription protein 8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RRT8 PE=1 SV=2"
"YOL072W"	"gnl|TC-DB|Q08231|3.A.22.1.1"	100	455	0	0	1	455	1	455	3.4e-270	926.8	"3.A.22.1.1"	"Nuclear mRNA export protein THP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=THP1 PE=1 SV=1"
"YOL084W"	"gnl|TC-DB|Q12252|1.A.17.5.6"	100	991	0	0	1	991	1	991	0	1908.3	"1.A.17.5.6"	"Phosphate metabolism protein 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PHM7 PE=1 SV=1"
"YOL092W"	"gnl|TC-DB|Q12010|2.A.43.2.3"	100	308	0	0	1	308	1	308	4.4e-176	613.6	"2.A.43.2.3"	"Uncharacterized membrane protein YOL092W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOL092W PE=1 SV=1"
"YOL092W"	"gnl|TC-DB|P38279|2.A.43.2.7"	58.1	310	101	5	1	303	1	288	7.9e-93	337	"2.A.43.2.7"	"Protein RTC2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RTC2 PE=1 SV=1"
"YOL103W"	"gnl|TC-DB|P30606|2.A.1.1.104"	100	609	0	0	1	609	1	609	0	1107.4	"2.A.1.1.104"	"Myo-inositol transporter 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ITR2 PE=1 SV=2"
"YOL103W"	"gnl|TC-DB|P30605|2.A.1.1.8"	75.2	576	140	1	33	608	10	582	3.8e-240	827.4	"2.A.1.1.8"	"Myo-inositol transporter 1 - Saccharomyces cerevisiae (Baker's yeast)."
"YOL111C"	"gnl|TC-DB|Q12285|3.A.21.1.1"	100	212	0	0	1	212	1	212	1.3e-107	385.6	"3.A.21.1.1"	"Ubiquitin-like protein MDY2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDY2 PE=1 SV=1"
"YOL119C"	"gnl|TC-DB|Q08268|2.A.1.13.19"	100	501	0	0	1	501	1	501	2.8e-289	990.3	"2.A.1.13.19"	"Probable transporter MCH4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MCH4 PE=1 SV=1"
"YOL122C"	"gnl|TC-DB|P38925|2.A.55.1.1"	100	575	0	0	1	575	1	575	0	1096.3	"2.A.55.1.1"	"TRANSPORTER PROTEIN SMF1/ESP1 - Saccharomyces cerevisiae (Baker's yeast)."
"YOL122C"	"gnl|TC-DB|H2ETP6|2.A.55.1.5"	51.9	495	190	8	75	569	122	568	8e-131	464.2	"2.A.55.1.5"	"Natural resistance-associated macrophage protein OS=Exophiala pisciphila PE=2 SV=1"
"YOL122C"	"gnl|TC-DB|Q10177|2.A.55.1.4"	48.8	496	205	7	75	569	70	517	2e-121	433	"2.A.55.1.4"	"Manganese transporter pdt1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=pdt1 PE=1 SV=1"
"YOL122C"	"gnl|TC-DB|Q12078|2.A.55.1.3"	46.5	495	226	6	72	565	7	463	1.2e-115	413.7	"2.A.55.1.3"	"CHROMOSOME XII READING FRAME ORF YLR034C - Saccharomyces cerevisiae (Baker's yeast)."
"YOL122C"	"gnl|TC-DB|P38778|2.A.55.1.2"	45.9	518	253	10	64	572	45	544	1e-109	394	"2.A.55.1.2"	"TRANSPORTER PROTEIN SMF2 - Saccharomyces cerevisiae (Baker's yeast)."
"YOL129W"	"gnl|TC-DB|Q12016|9.B.199.1.7"	100	184	0	0	1	184	1	184	2.9e-103	370.9	"9.B.199.1.7"	"Vacuolar protein sorting-associated protein 68 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPS68 PE=1 SV=1"
"YOL129W"	"gnl|TC-DB|A1CM58|9.B.199.1.4"	50.6	164	68	3	22	184	22	173	1.3e-42	169.5	"9.B.199.1.4"	"UPF0220 domain protein OS=Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1) GN=ACLA_095780 PE=4 SV=1"
"YOL129W"	"gnl|TC-DB|O43073|9.B.199.1.5"	45.8	177	83	4	8	184	7	170	2.4e-36	148.7	"9.B.199.1.5"	"UPF0220 protein C8D2.02c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=pi063 PE=3 SV=1"
"YOL130W"	"gnl|TC-DB|Q08269|1.A.35.2.1"	100	859	0	0	1	859	1	859	0	1628.2	"1.A.35.2.1"	"Aluminum resistance protein 1 - Saccharomyces cerevisiae (Baker's yeast)."
"YOL137W"	"gnl|TC-DB|Q08280|2.A.1.7.13"	100	497	0	0	1	497	1	497	2.3e-283	970.7	"2.A.1.7.13"	"Bypass of stop codon protein 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BSC6 PE=1 SV=1"
"YOL147C"	"gnl|TC-DB|Q12462|3.A.20.1.5"	100	236	0	0	1	236	1	236	6.6e-132	466.5	"3.A.20.1.5"	"Peroxisomal membrane protein PMP27 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEX11 PE=1 SV=2"
"YOL147C"	"gnl|TC-DB|Q12462|1.A.101.1.1"	100	236	0	0	1	236	1	236	6.6e-132	466.5	"1.A.101.1.1"	"Peroxisomal membrane protein PMP27 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEX11 PE=1 SV=2"
"YOL156W"	"gnl|TC-DB|P54862|2.A.1.1.105"	100	567	0	0	1	567	1	567	0	1128.6	"2.A.1.1.105"	"Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1"
"YOL156W"	"gnl|TC-DB|P39004|2.A.1.1.31"	71.3	561	159	1	7	567	11	569	6e-240	826.6	"2.A.1.1.31"	"High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1"
"YOL156W"	"gnl|TC-DB|P32467|2.A.1.1.30"	70.3	565	165	2	2	565	11	573	4e-236	813.9	"2.A.1.1.30"	"Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast)."
"YOL156W"	"gnl|TC-DB|P32465|2.A.1.1.108"	66	562	184	3	5	566	14	568	2.9e-218	754.6	"2.A.1.1.108"	"Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1"
"YOL156W"	"gnl|TC-DB|P13181|2.A.1.1.6"	66.2	547	181	2	18	562	26	570	7.4e-214	740	"2.A.1.1.6"	"Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast)."
"YOL156W"	"gnl|TC-DB|P43581|2.A.1.1.5"	65.8	532	178	2	16	545	2	531	4.4e-206	714.1	"2.A.1.1.5"	"Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast)."
"YOL156W"	"gnl|TC-DB|P23585|2.A.1.1.111"	65	535	169	3	29	547	8	540	3.1e-204	708	"2.A.1.1.111"	"High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1"
"YOL156W"	"gnl|TC-DB|Q2MDH1|2.A.1.1.67"	62.6	495	184	1	48	541	31	525	3.8e-186	647.9	"2.A.1.1.67"	"Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1"
"YOL156W"	"gnl|TC-DB|P39924|2.A.1.1.110"	56.2	521	224	3	25	544	22	539	5.7e-174	607.4	"2.A.1.1.110"	"Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1"
"YOL156W"	"gnl|TC-DB|P54854|2.A.1.1.107"	53.8	543	243	4	8	546	6	544	3e-170	595.1	"2.A.1.1.107"	"Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1"
"YOL158C"	"gnl|TC-DB|Q08299|2.A.1.16.2"	100	606	0	0	1	606	1	606	0	1169.8	"2.A.1.16.2"	"CHROMOSOME XV READING FRAME ORF YOL158C - Saccharomyces cerevisiae (Baker's yeast)."
"YOL163W"	"gnl|TC-DB|M9MY71|2.A.1.14.43"	48.5	167	86	0	1	167	149	315	8.3e-44	173.3	"2.A.1.14.43"	"FACL203Cp OS=Ashbya gossypii (strain FDAG1) GN=FAGOS_FACL203C PE=4 SV=1"
"YOR007C"	"gnl|TC-DB|Q12118|3.A.21.1.1"	100	346	0	0	1	346	1	346	3.3e-148	521.2	"3.A.21.1.1"	"Small glutamine-rich tetratricopeptide repeat-containing protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SGT2 PE=1 SV=1"
"YOR011W"	"gnl|TC-DB|Q08409|3.A.1.205.15"	100	1394	0	0	1	1394	1	1394	0	2689.1	"3.A.1.205.15"	"ATP-dependent permease AUS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AUS1 PE=1 SV=1"
"YOR011W"	"gnl|TC-DB|P40550|3.A.1.205.8"	66	1402	452	9	1	1385	1	1395	0	1814.7	"3.A.1.205.8"	"ATP-dependent permease PDR11 - Saccharomyces cerevisiae (Baker's yeast)."
"YOR011W"	"gnl|TC-DB|Q6FUR1|3.A.1.205.13"	68	1401	420	9	1	1385	1	1388	0	1808.5	"3.A.1.205.13"	"ABC transporter OS=Candida glabrata GN=CgAUS1 PE=4 SV=1"
"YOR045W"	"gnl|TC-DB|P33448|3.A.8.1.1"	100	61	0	0	1	61	1	61	1e-28	121.7	"3.A.8.1.1"	"Mitochondrial import receptor subunit TOM6 (Mitochondrial import-site protein ISP6) (Translocase of outer membrane 6 kDa subunit) - Saccharomyces cerevisiae (Baker's yeast)."
"YOR046C"	"gnl|TC-DB|Q9NUU7|1.I.1.1.3"	47.4	464	229	5	15	475	25	476	3.2e-117	418.7	"1.I.1.1.3"	"ATP-dependent RNA helicase DDX19A OS=Homo sapiens GN=DDX19A PE=1 SV=1"
"YOR046C"	"gnl|TC-DB|Q9UMR2|1.I.1.1.3"	46.8	476	241	5	3	475	11	477	3.9e-115	411.8	"1.I.1.1.3"	"ATP-dependent RNA helicase DDX19B OS=Homo sapiens GN=DDX19B PE=1 SV=1"
"YOR049C"	"gnl|TC-DB|Q08417|9.A.26.1.2"	100	354	0	0	1	354	29	382	2.2e-200	694.5	"9.A.26.1.2"	"S.cerevisiae chromosome XV reading frame ORF YOR049c - Saccharomyces cerevisiae (Baker's yeast)."
"YOR065W"	"gnl|TC-DB|P07143|3.D.3.3.1"	100	309	0	0	1	309	1	309	2.4e-166	581.3	"3.D.3.3.1"	"Cytochrome C1, heme protein precursor - Saccharomyces cerevisiae (Baker's yeast)."
"YOR065W"	"gnl|TC-DB|P00125|3.D.3.2.1"	58.8	238	97	1	69	306	89	325	8.2e-82	300.4	"3.D.3.2.1"	"Cytochrome c1, heme protein, mitochondrial OS=Bos taurus GN=CYC1 PE=1 SV=2"
"YOR069W"	"gnl|TC-DB|Q92331|9.A.63.1.1"	100	675	0	0	1	675	1	675	0	1292.3	"9.A.63.1.1"	"Vacuolar protein sorting-associated protein 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPS5 PE=1 SV=1"
"YOR071C"	"gnl|TC-DB|Q08485|2.A.39.4.2"	100	598	0	0	1	598	1	598	0	1221.8	"2.A.39.4.2"	"Putative thiamine transporter YOR071C OS=Saccharomyces cerevisiae GN=YOR071C PE=1 SV=1"
"YOR071C"	"gnl|TC-DB|Q05998|2.A.39.4.1"	84.4	596	93	0	1	596	1	596	1.19999999999999e-310	1061.6	"2.A.39.4.1"	"THIAMINE TRANSPORTER - Saccharomyces cerevisiae (Baker's yeast)."
"YOR079C"	"gnl|TC-DB|Q12067|2.A.5.2.1"	100	313	0	0	1	313	1	313	1.6e-165	578.6	"2.A.5.2.1"	"9.B.19.1.1 Metal homeostasis factor ATX2"
"YOR085W"	"gnl|TC-DB|P48439|1.A.76.1.8"	100	350	0	0	1	350	1	350	2.8e-195	677.6	"1.A.76.1.8"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=OST3 PE=1 SV=1"
"YOR085W"	"gnl|TC-DB|P48439|9.B.142.3.14"	100	350	0	0	1	350	1	350	2.8e-195	677.6	"9.B.142.3.14"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=OST3 PE=1 SV=1"
"YOR087W"	"gnl|TC-DB|Q12324|1.A.4.4.1"	100	675	0	0	1	675	1	675	0	1297	"1.A.4.4.1"	"Calcium channel YVC1 - Saccharomyces cerevisiae (Baker's yeast)."
"YOR098C"	"gnl|TC-DB|P20676|1.I.1.1.1"	100	1076	0	0	1	1076	1	1076	0	1536.2	"1.I.1.1.1"	"Nucleoporin NUP1 - Saccharomyces cerevisiae (Baker's yeast)."
"YOR100C"	"gnl|TC-DB|Q12289|2.A.29.8.4"	100	327	0	0	1	327	1	327	1.8e-183	638.3	"2.A.29.8.4"	"Mitochondrial carnitine carrier - Saccharomyces cerevisiae (Baker's yeast)."
"YOR103C"	"gnl|TC-DB|P46964|9.B.142.3.14"	100	130	0	0	1	130	1	130	6.3e-68	253.1	"9.B.142.3.14"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=OST2 PE=1 SV=3"
"YOR106W"	"gnl|TC-DB|Q12241|1.F.1.1.2"	99.6	283	1	0	1	283	1	283	8.2e-137	483	"1.F.1.1.2"	"Syntaxin VAM3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VAM3 PE=1 SV=1"
"YOR130C"	"gnl|TC-DB|Q12375|2.A.29.9.2"	99.7	292	1	0	1	292	1	292	1.5e-165	578.6	"2.A.29.9.2"	"Mitochondrial ornithine carrier protein - Saccharomyces cerevisiae (Baker's yeast)."
"YOR132W"	"gnl|TC-DB|P32913|9.A.63.1.1"	100	551	0	0	1	551	1	551	1.6e-298	1021.1	"9.A.63.1.1"	"Vacuolar protein sorting-associated protein 17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPS17 PE=1 SV=2"
"YOR153W"	"gnl|TC-DB|P33302|3.A.1.205.1"	100	1511	0	0	1	1511	1	1511	0	2990.3	"3.A.1.205.1"	"Suppressor of toxicity of sporidesmin - Saccharomyces cerevisiae (Baker's yeast)."
"YOR153W"	"gnl|TC-DB|P51533|3.A.1.205.12"	66.6	1536	456	7	32	1510	29	1564	0	2033.5	"3.A.1.205.12"	"ATP-dependent permease PDR10 OS=Saccharomyces cerevisiae GN=PDR10 PE=2 SV=1"
"YOR153W"	"gnl|TC-DB|P43071|3.A.1.205.4"	55.8	1496	645	10	18	1511	19	1500	0	1645.6	"3.A.1.205.4"	"Multidrug resistance protein CDR1 - Candida albicans (Yeast)."
"YOR153W"	"gnl|TC-DB|P78595|3.A.1.205.5"	54.1	1487	668	8	27	1511	24	1498	0	1586.6	"3.A.1.205.5"	"Multidrug resistance protein CDR2 - Candida albicans (Yeast)."
"YOR161C"	"gnl|TC-DB|Q12412|2.A.92.1.8"	100	539	0	0	1	539	1	539	0	1077.8	"2.A.92.1.8"	"Protein PNS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PNS1 PE=1 SV=1"
"YOR164C"	"gnl|TC-DB|Q12125|3.A.21.1.1"	100	312	0	0	1	312	1	312	1.5e-179	625.2	"3.A.21.1.1"	"Golgi to ER traffic protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GET4 PE=1 SV=1"
"YOR185C"	"gnl|TC-DB|P32835|9.A.50.1.1"	97.7	220	4	1	1	220	1	219	6.2e-124	439.9	"9.A.50.1.1"	"GTP-binding nuclear protein GSP1/CNR1 OS=Saccharomyces cerevisiae GN=GSP1 PE=1 SV=1"
"YOR185C"	"gnl|TC-DB|P62826|9.A.60.1.1"	81.7	213	38	1	5	217	3	214	9.6e-101	362.8	"9.A.60.1.1"	"GTP-binding nuclear protein Ran OS=Homo sapiens GN=RAN PE=1 SV=3"
"YOR192C"	"gnl|TC-DB|Q05998|2.A.39.4.1"	87.2	596	76	0	1	596	1	596	0	1090.9	"2.A.39.4.1"	"THIAMINE TRANSPORTER - Saccharomyces cerevisiae (Baker's yeast)."
"YOR192C"	"gnl|TC-DB|Q08485|2.A.39.4.2"	81.6	598	110	0	1	598	1	598	3.3e-305	1043.5	"2.A.39.4.2"	"Putative thiamine transporter YOR071C OS=Saccharomyces cerevisiae GN=YOR071C PE=1 SV=1"
"YOR193W"	"gnl|TC-DB|Q08580|3.A.20.1.5"	100	376	0	0	1	376	1	376	2.1e-209	724.5	"3.A.20.1.5"	"Peroxisomal membrane protein PEX27 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEX27 PE=1 SV=1"
"YOR193W"	"gnl|TC-DB|Q08580|1.A.101.7.3"	100	376	0	0	1	376	1	376	2.1e-209	724.5	"1.A.101.7.3"	"Peroxisomal membrane protein PEX27 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEX27 PE=1 SV=1"
"YOR204W"	"gnl|TC-DB|O00571|1.I.1.1.3"	58.4	476	178	5	95	559	139	605	6.6e-152	534.3	"1.I.1.1.3"	"ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3"
"YOR211C"	"gnl|TC-DB|P32266|9.B.25.1.1"	100	881	0	0	1	881	1	881	0	1595.9	"9.B.25.1.1"	"Dynamin-like GTPase MGM1, mitochondrial OS=Saccharomyces cerevisiae GN=MGM1 PE=1 SV=3"
"YOR222W"	"gnl|TC-DB|Q99297|2.A.29.2.5"	100	307	0	0	1	307	1	307	5.1e-177	616.7	"2.A.29.2.5"	"PUTATIVE MITOCHONDRIAL CARRIER YOR222W - Saccharomyces cerevisiae (Baker's yeast)."
"YOR222W"	"gnl|TC-DB|Q03028|2.A.29.2.8"	62.4	311	108	4	1	306	1	307	4.9e-111	397.5	"2.A.29.2.8"	"Mitochondrial 2-oxodicarboxylate carrier 1 - Saccharomyces cerevisiae (Baker's yeast)."
"YOR228C"	"gnl|TC-DB|Q12106|9.B.178.1.1"	100	302	0	0	1	302	1	302	1.2e-175	612.1	"9.B.178.1.1"	"Uncharacterized protein YOR228C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOR228C PE=1 SV=1"
"YOR232W"	"gnl|TC-DB|P38523|3.A.8.1.1"	100	228	0	0	1	228	1	228	5.4e-123	436.8	"3.A.8.1.1"	"GrpE protein homolog, mitochondrial precursor - Saccharomyces cerevisiae (Baker's yeast)."
"YOR254C"	"gnl|TC-DB|P14906|3.A.5.8.1"	100	624	0	0	1	624	1	624	0	1253	"3.A.5.8.1"	"Translocation protein (NPL1 protein) - Saccharomyces cerevisiae (Baker's yeast)."
"YOR257W"	"gnl|TC-DB|P06704|1.I.1.1.1"	100	161	0	0	1	161	1	161	4e-88	320.5	"1.I.1.1.1"	"Cell division control protein 31 - Saccharomyces cerevisiae (Baker's yeast)."
"YOR270C"	"gnl|TC-DB|P32563|3.A.2.2.3"	100	840	0	0	1	840	1	840	0	1659.4	"3.A.2.2.3"	"VACUOLAR ATP SYNTHASE 95 KDA SUBUNIT (EC 3.6.1.34) (VACUOLAR ATPASE 95 KDA SUBUNIT) - Saccharomyces cerevisiae (Baker's yeast)."
"YOR270C"	"gnl|TC-DB|P37296|3.A.2.2.3"	47.5	895	382	13	4	822	3	885	6.4e-214	740.7	"3.A.2.2.3"	"V-type proton ATPase subunit a, Golgi isoform OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=STV1 PE=1 SV=2"
"YOR271C"	"gnl|TC-DB|Q12029|2.A.54.1.4"	100	327	0	0	1	327	1	327	2.1e-184	641.3	"2.A.54.1.4"	"Probable mitochondrial transport protein FSF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FSF1 PE=1 SV=1"
"YOR273C"	"gnl|TC-DB|Q12256|2.A.1.2.64"	100	659	0	0	1	659	1	659	0	1251.1	"2.A.1.2.64"	"Polyamine transporter 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TPO4 PE=1 SV=1"
"YOR291W"	"gnl|TC-DB|Q12697|3.A.3.10.8"	100	1472	0	0	1	1472	1	1472	0	2847.8	"3.A.3.10.8"	"Probable cation-transporting ATPase 2 - Saccharomyces cerevisiae (Baker's yeast)."
"YOR297C"	"gnl|TC-DB|Q08749|3.A.8.1.1"	99.5	192	1	0	1	192	1	192	4.1e-108	387.1	"3.A.8.1.1"	"Import inner membrane translocase subunit TIM18, mitochondrial - Saccharomyces cerevisiae (Baker's yeast)."
