"SGD_ID"	"Systematic_name"	"Organism"	"Standard_name"	"name"	"Brif description"	"Description"	"Qualifier"	"Function summary"	"Phenotype summary"	"panID"	"collapsed_sign"	"Remark"	"panID_b"	"AAlength_b"	"panID_p"	"AAlength_p"	"CHECK"
"S000028738"	"YBR126W-B"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the dubious ORF YBR126W-A; identified by SAGE"	"Dubious"	NA	NA	"2110-YBR126W-A_NumOfGenes_2"	NA	"find panID based blast"	"2110-YBR126W-A_NumOfGenes_2"	"43"	"2110-YBR126W-A_NumOfGenes_2"	"43"	TRUE
"S000028742"	"YEL018C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps ORF EAF5/YEL018W"	"Dubious"	NA	NA	"3252-YEL018W_NumOfGenes_2"	NA	"find panID based blast"	"3252-YEL018W_NumOfGenes_2"	"172"	"3252-YEL018W_NumOfGenes_2"	"172"	TRUE
"S000028743"	"YEL034C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps HYP2/YEL034W, a verified gene that encodes eiF-5A"	"Dubious"	NA	NA	"3269-YEL034W_NumOfGenes_2"	NA	"find panID based blast"	"3269-YEL034W_NumOfGenes_2"	"158"	"3269-YEL034W_NumOfGenes_2"	"158"	TRUE
"S000028744"	"YEL053W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene RPL12A/YEL054C"	"Dubious"	NA	NA	"3289-YEL054C_NumOfGenes_3"	NA	"find panID based blast"	"3289-YEL054C_NumOfGenes_3"	"103"	"3289-YEL054C_NumOfGenes_3"	"103"	TRUE
"S000028748"	"YER067C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF RGI1/YER067W"	"Dubious"	NA	NA	"3388-YER067W_NumOfGenes_2"	"collapse"	"find panID based on not collapsed gene"	"3388-YER067W_NumOfGenes_2"	"104"	"3388-YER067W_NumOfGenes_2"	"104"	TRUE
"S000028751"	"YER079C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF AIM9/YER080W"	"Dubious"	NA	NA	"3405-YER080W_NumOfGenes_2"	NA	"find panID based blast"	"3405-YER080W_NumOfGenes_2"	"92"	"3405-YER080W_NumOfGenes_2"	"92"	TRUE
"S000028752"	"YER084W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps uncharacterized ORF YER085C"	"Dubious"	NA	NA	"3410-YER085C_NumOfGenes_2"	NA	"find panID based blast"	"3410-YER085C_NumOfGenes_2"	"164"	"3410-YER085C_NumOfGenes_2"	"164"	TRUE
"S000028753"	"YER087C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps ORF AIM10/YER087W"	"Dubious"	NA	NA	"3413-YER087W_NumOfGenes_2"	NA	"find panID based blast"	"3413-YER087W_NumOfGenes_2"	"163"	"3413-YER087W_NumOfGenes_2"	"163"	TRUE
"S000028756"	"YER133W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF YER134C"	"Dubious"	NA	NA	"3464-YER134C_NumOfGenes_2"	"collapse"	"find panID based on not collapsed gene"	"3464-YER134C_NumOfGenes_2"	"88"	"3464-YER134C_NumOfGenes_2"	"88"	TRUE
"S000028757"	"YER137W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF YER137C"	"Dubious"	NA	NA	"3467-YER137C_NumOfGenes_2"	NA	"find panID based blast"	"3467-YER137C_NumOfGenes_2"	"81"	"3467-YER137C_NumOfGenes_2"	"81"	TRUE
"S000028758"	"YER145C-A"	"S. cerevisiae"	NA	NA	"Putative protein of unknown function"	"Putative protein of unknown function; conserved among S. cerevisiae strains; overlaps verified ORF LSM5/YER146W"	"Uncharacterized"	NA	NA	"3475-YER146W_NumOfGenes_2"	NA	"find panID based blast"	"3475-YER146W_NumOfGenes_2"	"79"	"3475-YER146W_NumOfGenes_2"	"79"	TRUE
"S000028759"	"YER147C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF SPT15/YER148W"	"Dubious"	NA	NA	"3477-YER148W_NumOfGenes_2"	NA	"find panID based blast"	"3477-YER148W_NumOfGenes_2"	"103"	"3477-YER148W_NumOfGenes_2"	"103"	TRUE
"S000028760"	"YER148W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps ORF PEA2/YER149C"	"Dubious"	NA	NA	"3478-YER149C_NumOfGenes_2"	NA	"find panID based blast"	"3478-YER149C_NumOfGenes_2"	"185"	"3478-YER149C_NumOfGenes_2"	"185"	TRUE
"S000028761"	"YER152W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF YER152C"	"Dubious"	NA	NA	"3481-YER152C_NumOfGenes_2"	NA	"find panID based blast"	"3481-YER152C_NumOfGenes_2"	"168"	"3481-YER152C_NumOfGenes_2"	"168"	TRUE
"S000028763"	"YER172C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps ORF RAD24/YER173W"	"Dubious"	NA	NA	"3502-YER173W_NumOfGenes_2"	NA	"find panID based blast"	"3502-YER173W_NumOfGenes_2"	"118"	"3502-YER173W_NumOfGenes_2"	"118"	TRUE
"S000028766"	"YFL021C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF GAT1/YFL021W"	"Dubious"	NA	NA	"3543-YFL021W_NumOfGenes_2"	"collapse"	"find panID based on not collapsed gene"	"3543-YFL021W_NumOfGenes_2"	"187"	"3543-YFL021W_NumOfGenes_2"	"187"	TRUE
"S000028767"	"YFR036W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps verified ORF RSC8/YFR037C"	"Dubious"	NA	NA	"3624-YFR037C_NumOfGenes_2"	NA	"find panID based blast"	"3624-YFR037C_NumOfGenes_2"	"195"	"3624-YFR037C_NumOfGenes_2"	"195"	TRUE
"S000028770"	"YHL002C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF HSE1/YHL002W"	"Dubious"	NA	NA	"4194-YHL002W_NumOfGenes_2"	NA	"find panID based blast"	"4194-YHL002W_NumOfGenes_2"	"154"	"4194-YHL002W_NumOfGenes_2"	"154"	TRUE
"S000028772"	"YHL019W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene APM2/YHL019C"	"Dubious"	NA	NA	"4213-YHL019C_NumOfGenes_3"	"collapse"	"find panID based on not collapsed gene"	"4213-YHL019C_NumOfGenes_3"	"191"	"4213-YHL019C_NumOfGenes_3"	"191"	TRUE
"S000028773"	"YHL030W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene GOS1/YHL031C"	"Dubious"	NA	NA	"4225-YHL031C_NumOfGenes_3"	NA	"find panID based blast"	"4225-YHL031C_NumOfGenes_3"	"137"	"4225-YHL031C_NumOfGenes_3"	"137"	TRUE
"S000028774"	"YHL034W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF SBP1/YHL034C"	"Dubious"	NA	NA	"4228-YHL034C_NumOfGenes_2"	NA	"find panID based blast"	"4228-YHL034C_NumOfGenes_2"	"128"	"4228-YHL034C_NumOfGenes_2"	"128"	TRUE
"S000028777"	"YHR056W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps ORF RSC30/YHR056C"	"Dubious"	NA	NA	"4307-YHR056C_NumOfGenes_3"	NA	"find panID based blast"	"4307-YHR056C_NumOfGenes_3"	"143"	"4307-YHR056C_NumOfGenes_3"	"143"	TRUE
"S000028778"	"YHR063W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps ORF SSZ1/YHR064C"	"Dubious"	NA	NA	"4315-YHR064C_NumOfGenes_2"	NA	"find panID based blast"	"4315-YHR064C_NumOfGenes_2"	"84"	"4315-YHR064C_NumOfGenes_2"	"84"	TRUE
"S000028779"	"YHR069C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps ORF TRM5/YHR070W"	"Dubious"	NA	NA	"4322-YHR070W_NumOfGenes_2"	NA	"find panID based blast"	"4322-YHR070W_NumOfGenes_2"	"118"	"4322-YHR070W_NumOfGenes_2"	"118"	TRUE
"S000028783"	"YHR165W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps ORF PRP8/YHR165C"	"Dubious"	NA	NA	"Can't find the panID"	NA	"find panID based blast"	"Can't find the panID"	"Can't find the panID"	"Can't find the panID"	"Can't find the panID"	TRUE
"S000028784"	"YHR182C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps ORF GND1/YHR183W"	"Dubious"	NA	NA	"4444-YHR183W_NumOfGenes_3"	NA	"find panID based blast"	"4444-YHR183W_NumOfGenes_3"	"151"	"4444-YHR183W_NumOfGenes_3"	"151"	TRUE
"S000028785"	"YHR193C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps verified ORF MDM31/YHR194W"	"Dubious"	NA	NA	"4455-YHR194W_NumOfGenes_2"	NA	"find panID based blast"	"4455-YHR194W_NumOfGenes_2"	"123"	"4455-YHR194W_NumOfGenes_2"	"123"	TRUE
"S000028786"	"YHR218W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely within telomere TEL08L"	"Dubious"	NA	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"91"	"5919-YLR467W_NumOfGenes_63"	"91"	TRUE
"S000028790"	"YIL047C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps ORF SYG1/YIL047C"	"Dubious"	NA	NA	"4532-YIL047C_NumOfGenes_2"	"collapse"	"find panID based on not collapsed gene"	"4532-YIL047C_NumOfGenes_2"	"117"	"4532-YIL047C_NumOfGenes_2"	"117"	TRUE
"S000028791"	"YIL066W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps ORF YIL067C"	"Dubious"	NA	NA	"4550-YIL067C_NumOfGenes_2"	NA	"find panID based blast"	"4550-YIL067C_NumOfGenes_2"	"131"	"4550-YIL067C_NumOfGenes_2"	"131"	TRUE
"S000028792"	"YIL068W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps ORF SEC6/YIL068C"	"Dubious"	NA	NA	"4551-YIL068C_NumOfGenes_2"	NA	"find panID based blast"	"4551-YIL068C_NumOfGenes_2"	"113"	"4551-YIL068C_NumOfGenes_2"	"113"	TRUE
"S000028793"	"YIL071W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps ORF PCI8/YIL071C"	"Dubious"	NA	NA	"4554-YIL071C_NumOfGenes_2"	NA	"find panID based blast"	"4554-YIL071C_NumOfGenes_2"	"122"	"4554-YIL071C_NumOfGenes_2"	"122"	TRUE
"S000028794"	"YIL100C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"	"Dubious"	NA	NA	"4580-YIL100W_NumOfGenes_2"	"collapse"	"find panID based on not collapsed gene"	"4580-YIL100W_NumOfGenes_2"	"103"	"4580-YIL100W_NumOfGenes_2"	"103"	TRUE
"S000028795"	"YIL115W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene NUP159/YIL115C"	"Dubious"	NA	NA	"4596-YIL115C_NumOfGenes_2"	NA	"find panID based blast"	"4596-YIL115C_NumOfGenes_2"	"104"	"4596-YIL115C_NumOfGenes_2"	"104"	TRUE
"S000028798"	"YIL171W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF IMA3/YIL172C"	"Dubious"	NA	NA	"4654-YIL172C_NumOfGenes_6"	"collapse"	"find panID based on not collapsed gene"	"4654-YIL172C_NumOfGenes_6"	"98"	"4654-YIL172C_NumOfGenes_6"	"98"	TRUE
"S000028799"	"YIR017W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"	"Dubious"	NA	NA	"4671-YIR017C_NumOfGenes_2"	"collapse"	"find panID based on not collapsed gene"	"4671-YIR017C_NumOfGenes_2"	"184"	"4671-YIR017C_NumOfGenes_2"	"184"	TRUE
"S000028800"	"YIR020C-B"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified ORF MRS1"	"Dubious"	NA	NA	"4677-YIR021W_NumOfGenes_2"	NA	"find panID based blast"	"4677-YIR021W_NumOfGenes_2"	"218"	"4677-YIR021W_NumOfGenes_2"	"218"	TRUE
"S000028801"	"YIR023C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps ORF DAL81/YIR023W"	"Dubious"	NA	NA	"4680-YIR023W_NumOfGenes_2"	NA	"find panID based blast"	"4680-YIR023W_NumOfGenes_2"	"102"	"4680-YIR023W_NumOfGenes_2"	"102"	TRUE
"S000028814"	"YBL039C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified ORF URA7; identified by expression profiling and mass spectrometry"	"Dubious"	NA	NA	"1910-YBL039C_NumOfGenes_3"	NA	"find panID based blast"	"1910-YBL039C_NumOfGenes_3"	"28"	"1910-YBL039C_NumOfGenes_3"	"28"	TRUE
"S000028815"	"YBR121C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely contained within the verified gene GRS1; identified by expression profiling and mass spectrometry"	"Dubious"	NA	NA	"2104-YBR121C_NumOfGenes_2"	NA	"find panID based blast"	"2104-YBR121C_NumOfGenes_2"	"53"	"2104-YBR121C_NumOfGenes_2"	"53"	TRUE
"S000028822"	"YDR371C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the uncharacterized gene CTS2/YDR371W; identified by expression profiling and mass spectrometry"	"Dubious"	NA	NA	"3062-YDR371W_NumOfGenes_2"	NA	"find panID based blast"	"3062-YDR371W_NumOfGenes_2"	"35"	"3062-YDR371W_NumOfGenes_2"	"35"	TRUE
"S000028823"	"YFR009W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified gene YFR009W; identified by expression profiling and mass spectrometry"	"Dubious"	NA	NA	"3592-YFR009W_NumOfGenes_2"	"collapse"	"find panID based on not collapsed gene"	"3592-YFR009W_NumOfGenes_2"	"86"	"3592-YFR009W_NumOfGenes_2"	"86"	TRUE
"S000028824"	"YFR010W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the uncharacterized gene YFR011C; identified by expression profiling and mass spectrometry"	"Dubious"	NA	NA	"3594-YFR011C_NumOfGenes_2"	NA	"find panID based blast"	"3594-YFR011C_NumOfGenes_2"	"57"	"3594-YFR011C_NumOfGenes_2"	"57"	TRUE
"S000028825"	"YGL014C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by expression profiling and mass spectrometry"	"Dubious"	NA	NA	"3661-YGL014W_NumOfGenes_2"	NA	"find panID based blast"	"3661-YGL014W_NumOfGenes_2"	"54"	"3661-YGL014W_NumOfGenes_2"	"54"	TRUE
