"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Pathways of gene"	"Reactions of gene"	"Citations"
"YJL218W"	"YJL218W"	21973	22563	"YJL218W"	""	""	
"YDJ1"	"YNL064C"	505868	507097	"Yeast dnaJ"	""	""	
"NAS2"	"YIL007C"	342994	343656	"Non-ATPase Subunit"	""	""	
"YJL206C"	"YJL206C"	47659	49935	"Unknown"	""	""	
"NUP145"	"YGL092W"	337906	341859	"NUclear Pore"	""	""	
"GCD6"	"YDR211W"	884727	886865	"General Control Derepressed"	""	""	
"CAB5"	"YDR196C"	850274	850999	"dephospho-CoA kinase"	"coenzyme A biosynthesis"	DEPHOSPHOCOAKIN-RXN	
"UFE1"	"YOR075W"	468212	469252	"Unknown Function Essential"	""	""	
"MRI1"	"YPR118W"	767752	768987	"MethylthioRibose-1-phosphate Isomerase"	"methionine salvage pathway"	5.3.1.23-RXN	
"YIL102C-A"	"YIL102C-A"	173365	173592	"Unknown"	""	""	
"RGT2"	"YDL138W"	213351	215642	"Restores Glucose Transport"	""	""	
"TTI2"	"YJR136C"	677441	678706	"Two Tel2-Interacting protein"	""	""	
"YPR172W"	"YPR172W"	885796	886398	"Unknown"	"superpathway of thiamin diphosphate biosynthesis III (eukaryotes)" // "4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis" // "pyridoxal 5'-phosphate salvage pathway"	PNPOXI-RXN // PMPOXI-RXN	
"YHR020W"	"YHR020W"	143996	146062	"YHR020W"	"tRNA charging"	PROLINE--TRNA-LIGASE-RXN	
"MNL1"	"YHR204W"	506319	508709	"(mannosyl)<sub>8</sub>(<i>N</i>-acetylglucosaminyl)<sub>2</sub> &alpha;-1,2-mannosidase"	""	RXN-18916	
"YIL177C"	"YIL177C"	483	6147	"Unknown"	""	""	
"NAB3"	"YPL190C"	185317	187725	"Nuclear polyAdenylated RNA-Binding"	""	""	
"RTT105"	"YER104W"	366802	367428	"Regulator of Ty1 Transposition"	""	""	
"YPL279C"	"YPL279C"	13228	14355	"Unknown"	""	""	
"MTC1"	"YJL123C"	188004	189440	"Maintenance of Telomere Capping"	""	""	
"IOC2"	"YLR095C"	329677	332115	"Iswi One Complex"	""	""	
"YIL024C"	"YIL024C"	308602	309171	"Unknown"	""	""	
"DPL1"	"YDR294C"	1050459	1052228	"sphingoid base phosphate lyase"	"sphingolipid recycling and degradation (yeast)"	RXN-13729 // SPHINGANINE-1-PHOSPHATE-ALDOLASE-RXN	
"RNA14"	"YMR061W"	392755	394788	"mRNA 3'-end-processing protein RNA14"	""	""	
"YPL109C"	"YPL109C"	345264	347389	"Unknown"	""	""	
"EMI1"	"YDR512C"	1470500	1471063	"Early Meiotic Induction"	""	""	
"DPB3"	"YBR278W"	760294	760899	"DNA Polymerase B (II) subunit"	""	DNA-DIRECTED-DNA-POLYMERASE-RXN	
"YHR210C"	"YHR210C"	520712	521737	"Unknown"	""	""	
"RPF2"	"YKR081C"	591506	592540	"RPF2"	""	""	
"MPA43"	"YNL249C"	179394	181022	"Multicopy PDC1 Activator"	""	""	
"YOL155W-A"	"YOL155W-A"	27084	27218	"Unknown"	""	""	
"KEX2"	"YNL238W"	202428	204872	"Ca2+-dependent serine protease"	""	3.4.21.61-RXN	
"STF2"	"YGR008C"	508110	508364	"STabilizing Factor"	""	""	
"YHR045W"	"YHR045W"	195551	197233	"Unknown"	""	""	
"SST2"	"YLR452C"	1039270	1041366	"SuperSensiTive"	""	""	
"HRK1"	"YOR267C"	822588	824867	"Hygromycin Resistance Kinase"	""	PROTEIN-KINASE-RXN	
"YOR385W"	"YOR385W"	1065043	1065915	"Unknown"	""	""	
"NRG2"	"YBR066C"	370037	370699	"Negative Regulator of Glucose-controlled genes"	""	""	
"CRG1"	"YHR209W"	519437	520312	"Cantharidin Resistance Gene"	""	""	
"YGR161W-C"	"YGR161W-C"	810227	810505	"Unknown"	""	""	
"NCE103"	"YNL036W"	559814	560479	"NonClassical Export"	""	""	
"SLY1"	"YDR189W"	838392	840392	"Suppressor of Loss of Ypt1"	""	""	
"YOR186W"	"YOR186W"	683111	683545	"Unknown"	""	""	
"RAT1"	"YOR048C"	418630	421650	"Ribonucleic Acid Trafficking"	""	""	
"YPR097W"	"YPR097W"	725394	728615	"YPR097W"	""	""	
"YGR210C"	"YGR210C"	913503	914738	"Unknown"	""	""	
"YFH1"	"YDL120W"	245923	246447	"frataxin"	"iron-sulfur cluster biosynthesis"	RXN-14387	
"ECM27"	"YJR106W"	624838	627015	"ExtraCellular Mutant"	""	""	
"YOL114C"	"YOL114C"	103317	103925	"Unknown"	""	""	
"YHL044W"	"YHL044W"	13565	14272	"YHL044W"	""	""	
"RPP1"	"YHR062C"	222877	223758	"ribonuclease P"	""	RXN0-6480 // 3.1.26.5-RXN	
"YGR042W"	"YGR042W"	579476	580291	"Unknown"	""	""	
"COX10"	"YPL172C"	224353	225741	"heme <i>o</i> synthase"	"heme <i>a</i> biosynthesis"	"heme <i>o</i> biosynthesis"	
"AIM9"	"YER080W"	319963	321846	"Altered Inheritance rate of Mitochondria"	""	""	
"YNR077C"	"YNR077C"	783287	783541	"Unknown"	""	""	
"SAP185"	"YJL098W"	242082	245258	"Sit4 Associated Protein"	""	""	
"BOS1"	"YLR078C"	285736	286559	"Bet One Suppressor"	""	""	
"YGL140C"	"YGL140C"	241353	245012	"Unknown"	""	""	
"LCB2"	"YDR062W"	576474	578159	"serine palmitoyltransferase catalytic subunit"	"sphingolipid biosynthesis"	SERINE-C-PALMITOYLTRANSFERASE-RXN	
"MSN2"	"YMR037C"	344403	346517	"Multicopy suppressor of SNF1 mutation"	""	""	
"YNL211C"	"YNL211C"	250055	250315	"Unknown"	""	""	
"MZM1"	"YDR493W"	1436217	1436588	"Mitochondrial Zinc Maintenance"	""	""	
"POP4"	"YBR257W"	728885	729724	"Processing Of Precursor RNAs"	""	""	
"YFR035C"	"YFR035C"	226121	226465	"Unknown"	""	""	
"TRM2"	"YKR056W"	549448	551367	"Transfer RNA Methyltransferase"	""	TRNA-URACIL-5--METHYLTRANSFERASE-RXN	
"JJJ1"	"YNL227C"	220659	222431	"J-protein (Type III)"	""	""	
"YNL058C"	"YNL058C"	515763	516713	"Unknown"	""	""	
"SPO1"	"YNL012W"	609686	611665	"phospholipase B"	""	LYSOPHOSPHOLIPASE-RXN	
"RMR1"	"YGL250W"	31910	32635	"Reduced Meiotic Recombination"	""	""	
"YER138W-A"	"YER138W-A"	449474	449578	"Unknown"	""	""	
"CRN1"	"YLR429W"	990777	992732	"CoRoNin"	""	""	
"SRL1"	"YOR247W"	797676	798308	"Suppressor of Rad53 null Lethality"	""	""	
"YMR105W-A"	"YMR105W-A"	478064	478258	"Unknown"	""	""	
"MST27"	"YGL051W"	403687	404391	"Multicopy suppressor of Sec Twenty one"	""	""	
"IKI1"	"YHR187W"	480990	481919	"Insensitive to KIller toxin"	""	""	
"YER034W"	"YER034W"	221846	222403	"Unknown"	""	""	
"FIG1"	"YBR040W"	316968	317864	"Factor-Induced Gene"	""	""	
"STB3"	"YDR169C"	792348	793889	"Sin Three Binding protein"	""	""	
"YMR244W"	"YMR244W"	757250	758317	"Unknown"	""	""	
"ASI3"	"YNL008C"	616211	618241	"Amino acid Sensor-Independent"	""	""	
"MED1"	"YPR070W"	685898	687598	"MEDiator complex"	""	""	
"YDR524C-B"	"YDR524C-B"	1489598	1489798	"Unknown"	""	""	
"DFG16"	"YOR030W"	386825	388684	"Defective for Filamentous Growth"	""	""	
"YJR084W"	"YJR084W"	583733	585004	"YJR084W"	""	""	
"YMR102C"	"YMR102C"	469848	472352	"Unknown"	""	""	
"BUG1"	"YDL099W"	283419	284444	"Binder of USO1 and GRH1"	""	""	
"IMA1"	"YGR287C"	1067222	1068991	"alpha glucosidase"	""	RXN-15910 // RXN0-5183 // MALTODEXGLUCOSID-RXN	
"YDR370C"	"YDR370C"	1217782	1219110	"Unknown"	""	""	
"NPR3"	"YHL023C"	59123	62563	"Nitrogen Permease Regulator"	""	""	
"PIC2"	"YER053C"	258737	259639	"PI Carrier"	""	""	
"YML020W"	"YML020W"	231149	233143	"Unknown"	""	""	
"RRD2"	"YPL152W"	265028	266104	"Resistant to Rapamycin Deletion"	""	PEPTIDYLPROLYL-ISOMERASE-RXN	
"MNL2"	"YLR057W"	255306	257855	"MaNnosidase-Like protein"	""	""	
"YDR132C"	"YDR132C"	718816	720303	"Unknown"	""	""	
"DLD1"	"YDL174C"	145826	147589	"D-lactate ferricytochrome c oxidoreductase"	"methylglyoxal catabolism"	D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN	
"STB4"	"YMR019W"	312156	315005	"Sin Three Binding protein"	""	""	
"YLR156C-A"	"YLR156C-A"	472479	472610	"Unknown"	""	""	
"ARP4"	"YJL081C"	283802	285271	"Actin-Related Protein"	""	""	
"PBP2"	"YBR233W"	683428	684669	"Pbp1p Binding Protein"	""	""	
"YDL206W"	"YDL206W"	90176	92464	"Unknown"	""	""	
"TRS31"	"YDR472W"	1403322	1404173	"TRapp Subunit"	""	""	
"PSY2"	"YNL201C"	260627	263203	"Platinum SensitivitY"	""	""	
"YLR346C"	"YLR346C"	822287	822592	"Unknown"	""	""	
"GMH1"	"YKR030W"	500282	501103	"Gea1-6 Membrane-associated High-copy suppressor"	""	""	
"VID30"	"YGL227W"	69671	72547	"Vacuolar Import and Degradation"	""	""	
"YCL012C"	"YCL012C"	101317	101788	"Unknown"	""	""	
"HFA1"	"YMR207C"	677193	683564	"acetyl-coenzyme A carboxylase subunit"	"octanoyl-ACP biosynthesis (mitochondria)" // "biotin-carboxyl carrier protein assembly"	ACETYL-COA-CARBOXYLTRANSFER-RXN // RXN0-5055	
"ODC2"	"YOR222W"	758330	759253	"OxoDicarboxylate Carrier"	""	""	
"YLR179C"	"YLR179C"	514108	514713	"Unknown"	""	""	
"FLD1"	"YLR404W"	928743	929600	"Few Lipid Droplets"	""	""	
"DNA2"	"YHR164C"	424610	429178	"DNA synthesis defective"	""	""	
"YCR015C"	"YCR015C"	141217	142170	"Unknown"	""	""	
"PGD1"	"YGL025C"	448764	449957	"PolyGlutamine Domain"	""	""	
"MKC7"	"YDR144C"	744311	746101	"Multicopy suppressor of Kex2 Cold sensitivity"	""	3.4.23.41-RXN	
"YLR031W"	"YLR031W"	204225	204785	"Unknown"	""	""	
"HHT1"	"YBR010W"	256331	256741	"Histone H Three"	""	""	
"THP3"	"YPR045C"	655140	656552	"THO-related Protein"	""	""	
"YBL071C-B"	"YBL071C-B"	89458	89556	"Unknown"	""	""	
"YMR315W"	"YMR315W"	902800	903849	"YMR315W"	""	""	
"CBF1"	"YJR060W"	548759	549814	"Centromere Binding Factor"	""	""	
"YKL106C-A"	"YKL106C-A"	237147	237266	"Unknown"	""	""	
"SLG1"	"YOR008C"	341278	342414	"Synthetic Lethal with Gap"	""	""	
"TDH3"	"YGR192C"	882812	883810	"glyceraldehyde-3-phosphate dehydrogenase"	"gluconeogenesis" // "glycolysis" // "glycolysis III (from glucose)"	1.2.1.9-RXN // GAPOXNPHOSPHN-RXN	
"YBR220C"	"YBR220C"	662995	664677	"Unknown"	""	""	
"RPL31A"	"YDL075W"	322226	322988	"Ribosomal Protein of the Large subunit"	""	""	
"FIR1"	"YER032W"	215063	217693	"Factor Interacting with REF2"	""	""	
"YKL162C"	"YKL162C"	147630	148838	"Unknown"	""	""	
"EFG1"	"YGR271C-A"	1037800	1038501	"Exit From G1"	""	""	
"SED5"	"YLR026C"	195450	196472	"Suppressor of Erd2 Deletion"	""	""	
"YBL086C"	"YBL086C"	61202	62602	"Unknown"	""	""	
"RDS2"	"YPL133C"	299888	301228	"Regulator of Drug Sensitivity"	""	""	
"GDB1"	"GDB1"	902044	906654	"glycogen debranching enzyme"	"chitin biosynthesis" // "glycogen degradation II"	3.2.1.33-RXN // RXN-9023	"10873545"
"YJL077W-A"	"YJL077W-A"	294799	294885	"Unknown"	""	""	
"NAT1"	"YDL040C"	378874	381438	"N-terminal acetyltransferase"	""	RXN-17864 // RXN-17860 // RXN-17863 // RXN-17859 // RXN-17862 // RXN-17861	
"PGA3"	"YML125C"	20761	21699	"Processing of Gas1p and ALP"	""	""	
"MNE1"	"YOR350C"	992864	994855		""	""	
"BIT61"	"YJL058C"	326242	327873	"Binding partner of Tor2p"	""	""	
"KTR3"	"YBR205W"	633622	634836	"&alpha;-1,2 mannosyltransferase KTR3"	"protein <I>O</i>-mannosylation I (yeast)"	RXN3O-9783	
"YAR064W"	"YAR064W"	220198	220497	"Unknown"	""	""	
"PPN1"	"YDR452W"	1362878	1364902	"PPN1"	""	EXOPOLYPHOSPHATASE-RXN	
"RPS3"	"YNL178W"	302680	303402	"Ribosomal Protein of the Small subunit"	""	""	
"YJR098C"	"YJR098C"	613186	615156	"Unknown"	""	""	
"TOF2"	"YKR010C"	458924	461239	"TOpoisomerase I-interacting Factor"	""	""	
"SIP2"	"YGL208W"	97338	98585	"SNF1-Interacting Protein"	""	""	
"CAB2"	"YIL083C"	203556	204653	"phosphopantothenate-cysteine ligase"	"coenzyme A biosynthesis"	P-PANTOCYSLIG-RXN	
"URA5"	"YML106W"	56773	57453	"orotate phosphoribosyltransferase"	"UMP biosynthesis II" // "de novo biosynthesis of pyrimidine ribonucleotides"	OROPRIBTRANS-RXN	
"SLK19"	"YOR195W"	712866	715331	"Synthetic Lethal Kar3p"	""	""	
"YJL163C"	"YJL163C"	111666	113333	"Unknown"	""	""	
"RPL29"	"YFR032C-A"	223258	223437	"Ribosomal Protein of the Large subunit"	""	""	
"DAD1"	"YDR016C"	478474	478758	"Duo1 And Dam1 interacting"	""	""	
G3O-42687	"YER038W-A"	228451	228831	"hypothetical protein"	""	""	
"RPL32"	"YBL092W"	45978	46370	"Ribosomal Protein of the Large subunit"	""	""	
"MRPL6"	"YHR147C"	392639	393283	"Mitochondrial Ribosomal Protein, Large subunit"	""	""	
"YIL046W-A"	"YIL046W-A"	268309	268473	"Unknown"	""	""	
"SWC7"	"YLR385C"	892992	893390	"SWr Complex"	""	""	
"KIN1"	"YDR122W"	694700	697894	"KINase"	""	PROTEIN-KINASE-RXN	
"YPR147C"	"YPR147C"	825645	826559	"Unknown"	""	""	
"HER2"	"YMR293C"	855399	856793	"Hmg2p ER Remodeling"	""	""	
"EAF3"	"YPR023C"	608826	610031	"Esa1p-Associated Factor"	""	""	
"YIL163C"	"YIL163C"	36899	37252	"Unknown"	""	""	
"SPT20"	"YOL148C"	45760	47574	"SuPpressor of Ty"	""	""	
"URB2"	"YJR041C"	510239	513763	"Unhealthy Ribosome Biogenesis"	""	""	
"YPL272C"	"YPL272C"	26611	28164	"Unknown"	""	""	
"KNH1"	"YDL049C"	365068	365874	"Kre9(Nine) Homolog"	""	""	
"HXK2"	"YGL253W"	23935	25395	"hexokinase II"	"fructose degradation" // "sucrose degradation" // "sorbitol degradation" // "mannose degradation" // "chitin biosynthesis" // "sucrose degradation III (sucrose invertase)" // "glycolysis III (from glucose)" // "trehalose degradation II (trehalase)" // "glucose-6-phosphate biosynthesis"	FRUCTOKINASE-RXN // HEXOKINASE-RXN // MANNKIN-RXN // GLUCOKIN-RXN	
"YHR007C-A"	"YHR007C-A"	122550	122765	"Unknown"	""	""	
"TAF1"	"YGR274C"	1039895	1043095	"TATA binding protein-Associated Factor"	""	HISTONE-ACETYLTRANSFERASE-RXN	
"NTF2"	"YER009W"	172115	172492	"Nuclear Transport Factor"	""	""	
"YPL077C"	"YPL077C"	409368	410090	"Unknown"	""	""	
"HOS3"	"YPL116W"	329606	331699	"Hda One Similar"	""	""	
"PAM18"	"YLR008C"	165577	166083	"Presequence translocase-Associated Motor"	""	""	
"YHR177W"	"YHR177W"	456591	457952	"Unknown"	""	""	
"HIS4"	"YCL030C"	65934	68333	"histidine biosynthesis trifunctional protein"	"histidine biosynthesis"	HISTALDEHYD-RXN // HISTOLDEHYD-RXN // HISTPRATPHYD-RXN // HISTCYCLOHYD-RXN	
"OYE3"	"YPL171C"	226169	227371	"NADPH dehydrogenase"	""	NADPH-DEHYDROGENASE-RXN	
"YOL013W-A"	"YOL013W-A"	301047	301238	"Unknown"	""	""	
"KAR2"	"YJL034W"	381327	383375	"KARyogamy"	""	""	
"CAC2"	"YML102W"	68294	69700	"Chromatin Assembly Complex"	""	""	
"YHI9"	"YHR029C"	167677	168561	"Unknown"	""	""	
"SNX41"	"YDR425W"	1320064	1321941	"Sorting NeXin"	""	""	
"MBA1"	"YBR185C"	599123	599959	"Multi-copy Bypass of AFG3"	""	""	
"YOR342C"	"YOR342C"	966666	967625	"Unknown"	""	""	
"STE6"	"YKL209C"	42423	46295	"STErile"	""	""	
"IGO1"	"YNL157W"	340352	340858	"Initiation of G zerO"	""	""	
"YGL006W-A"	"YGL006W-A"	485423	485533	"Unknown"	""	""	
"URA4"	"YLR420W"	963785	964879	"dihydrooratase"	"UMP biosynthesis II" // "de novo biosynthesis of pyrimidine ribonucleotides"	DIHYDROOROT-RXN	
"GTS1"	"YGL181W"	157906	159096	"Glycine Threonine Serine repeat protein"	""	""	
"YOR114W"	"YOR114W"	537570	538454	"Unknown"	""	""	
"SAP155"	"YFR040W"	234242	237250	"Sit4 Associated Protein"	""	""	
"MED4"	"YOR174W"	658747	659601	"MEDiator complex"	""	""	
"YGR153W"	"YGR153W"	796092	796745	"Unknown"	""	""	
"SEF1"	"YBL066C"	96669	100115	"Suppressor of Essential Function"	""	""	
"AIM6"	"YDL237W"	30657	31829	"Altered Inheritance rate of Mitochondria"	""	""	
"YOL047C"	"YOL047C"	241614	242747	"Unknown"	""	""	
"GRX8"	"YLR364W"	854062	854391	"GlutaRedoXin"	""	""	
"SET1"	"YHR119W"	346043	349285	"SET domain-containing"	""	HISTONE-LYSINE-N-METHYLTRANSFERASE-RXN	
"YGR021W"	"YGR021W"	527632	528504	"Unknown"	""	""	
"BUL1"	"YMR275C"	815651	818581	"Binds Ubiquitin Ligase"	""	""	
"ARX1"	"YDR101C"	655686	657467	"Associated with Ribosomal eXport complex"	""	""	
"YNR066C"	"YNR066C"	753725	755035	"Unknown"	""	""	
"TRM13"	"YOL125W"	83834	85264	"tRNA:m<small><sup>4</sup></small>X modification enzyme"	"tRNA methylation"	RXN-12479 // RXN-12478 // RXN-12477	
"AIM45"	"YPR004C"	564007	565041	"Altered Inheritance rate of Mitochondria"	""	""	
"YGL114W"	"YGL114W"	293460	295637	"Unknown"	""	""	
"DIA3"	"YDL024C"	408451	409857	"Digs Into Agar"	"phosphate acquisition" // "superpathway of thiamin diphosphate biosynthesis III (eukaryotes)" // "thiamin diphosphate biosynthesis IV (eukaryotes)"	ACID-PHOSPHATASE-RXN // RXN-8748 // "acid phosphatase"	
"POL31"	"YJR006W"	449202	450665	"POLymerase"	""	DNA-DIRECTED-DNA-POLYMERASE-RXN	
"YNL193W"	"YNL193W"	274368	276044	"Unknown"	""	""	
"NGL1"	"YOL042W"	249825	250916	"NGL1"	""	""	
"HEM2"	"YGL040C"	419527	420555	"delta-aminolevulinate dehydratase"	"superpathway of heme biosynthesis" // "tetrapyrrole biosynthesis" // "tetrapyrrole biosynthesis II"	PORPHOBILSYNTH-RXN	
"YFR016C"	"YFR016C"	177042	180743	"Unknown"	""	""	
"MGA1"	"YGR249W"	988049	989419	"MGA1"	""	""	
"HAT2"	"YEL056W"	47168	48373	"Histone AcetylTransferase"	""	HISTONE-ACETYLTRANSFERASE-RXN	
"YNL040W"	"YNL040W"	553380	554750	"Unknown"	""	""	
"NOG1"	"YPL093W"	370978	372921	"NucleOlar G-protein"	""	""	
"YBT1"	"YLL048C"	41280	46265	"Yeast Bile Transporter"	""	""	
"YER189W"	"YER189W"	571155	571523	"Unknown"	""	""	
"LDH1"	"YBR204C"	632254	633381	"YBR204C"	""	""	
"PRO2"	"YOR323C"	921535	922905	"gamma-glutamyl phosphate reductase"	"proline biosynthesis" // "citrulline biosynthesis"	GLUTSEMIALDEHYDROG-RXN	
"YMR230W-A"	"YMR230W-A"	733268	733456	"Unknown"	""	""	
"SYS1"	"YJL004C"	431589	432200	"SYS1"	""	""	
"TCB3"	"YML072C"	124730	129367	"Three Calcium and lipid Binding domains (TriCalBins)"	""	""	
"YEL075C"	"YEL075C"	5345	5713	"Unknown"	""	""	
"MRP20"	"YDR405W"	1277646	1278437	"Mitochondrial Ribosomal Protein"	""	""	
"CDC28"	"YBR160W"	560078	560974	"Cell Division Cycle"	""	PROTEIN-KINASE-RXN	
"YMR196W"	"YMR196W"	655076	658342	"Unknown"	""	""	
"HYM1"	"YKL189W"	84704	85903	"HYM1"	""	""	
"TOM22"	"YNL131W"	378767	379225	"Translocase of the Outer Mitochondrial membrane"	""	""	
"YDR182W-A"	"YDR182W-A"	829151	829354	"Unknown"	""	""	
"ECI1"	"YLR284C"	706198	707040	"&Delta;3,&Delta;2-enoyl-CoA isomerase"	"oleate &beta;-oxidation (thioesterase-dependent)" // "oleate &beta;-oxidation (reductase-dependent)" // "10-<i>cis</i>-heptadecenoyl-CoA degradation" // "10-<i>trans</i>-heptadecenoyl-CoA degradation (reductase-dependent)" // "9-<i>cis</i>, 11-<i>trans</i>-octadecadienoyl-CoA degradation (isomerase-dependent)" // "oleate &beta;-oxidation (isomerase-dependent)" // "fatty acid oxidation (non-cyclic)" // "fatty acid &beta;-oxidation III (unsaturated, odd number)" // "fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)"	RXN0-5391 // "3-trans-tetradecenoyl-CoA isomerase" // RXN-14777 // RXN-14800 // RXN-14804 // ENOYL-COA-DELTA-ISOM-RXN // RXN-7931 // RXN-7836 // RXN-12519	
"SUT1"	"YGL162W"	198138	199037	"Sterol UpTake"	""	""	
"YMR084W"	"YMR084W"	436628	437416	"Unknown"	""	""	
"IOC3"	"YFR013W"	169922	172285	"Iswi One Complex"	""	""	
"PDR5"	"YOR153W"	619840	624375	"Pleiotropic Drug Resistance"	""	""	
"YDR336W"	"YDR336W"	1145092	1146036	"Unknown"	""	""	
"FUI1"	"YBL042C"	138341	140260	"5-FlUorourIdine resistance"	""	""	
"RRI1"	"YDL216C"	68997	70319	"Regulator of Rub1 specific Isopeptidase"	""	""	
"YML002W"	"YML002W"	264541	266754	"Unknown"	""	""	
"VRP1"	"YLR337C"	802653	805106	"VeRProlin"	""	""	
"SFB3"	"YHR098C"	299145	301934	"Sed Five Binding"	""	""	
"TMS1"	"YDR105C"	665349	666770	"Unknown"	""	""	
"RKR1"	"YMR247C"	763351	768039	"RING domain mutant Killed by rtf1 deletion"	""	""	
"PDC2"	"YDR081C"	607304	610081	"protein PDC2"	""	""	
"YLL006W-A"	"YLL006W-A"	136345	136521	"Unknown"	""	""	
"WSC3"	"YOL105C"	114138	115808	"cell Wall integrity and Stress response Component"	""	""	
"THI21"	"YPL258C"	53498	55153	MONOMER3O-81	"superpathway of thiamin diphosphate biosynthesis III (eukaryotes)" // "4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis" // "hydroxymethylpyrimidine salvage" // "thiamin salvage IV" // "thiamin formation from pyrithiamine and oxythiamine"	PYRIMSYN3-RXN // OHMETPYRKIN-RXN	
"YDL177C"	"YDL177C"	141209	141721	"Unknown"	""	""	
"NHP10"	"YDL002C"	446967	447578	"Non-Histone Protein"	""	""	
"RCY1"	"YJL204C"	50629	53151	"ReCYcling"	""	""	
"YLR297W"	"YLR297W"	724044	724433	"Unknown"	""	""	
"DIS3"	"YOL021C"	282421	285426	"homolog of S. pombe dis3 (chromosome DISjunction)"	""	""	
"VTC2"	"YFL004W"	131810	134296	"polyphosphate synthetase"	""	GTPPYPHOSKIN-RXN	
"YCR075W-A"	"YCR075W-A"	248975	249202	"Unknown"	""	""	
"AZR1"	"YGR224W"	942806	944647	"Acetic Acid and AZoles Resistance"	""	""	
"UTR5"	"YEL035C"	85045	85545	"Unidentified TRanscript"	""	""	
"YLR162W"	"YLR162W"	489573	489929	"Unknown"	""	""	
"RGL1"	"YPL066W"	426233	427672	"Rho1 GEF Localizing"	""	""	
"HSP104"	"YLL026W"	88623	91349	"Heat Shock Protein"	""	""	
"YCL049C"	"YCL049C"	39786	40724	"Unknown"	""	""	
"CHS3"	"YBR023C"	284428	287925	"chitin synthase 3"	"chitin biosynthesis"	CHITIN-SYNTHASE-RXN	
"SPR1"	"YOR190W"	690695	692032	"exo-1,3-beta-glucanase"	""	3.2.1.58-RXN	
"YLR001C"	"YLR001C"	151389	153977	"Unknown"	""	""	
"MET28"	"YIR017C"	383556	384119	"METhionine requiring"	""	""	
"SUR7"	"YML052W"	170402	171310	"SUR7"	""	""	
"YBR072C-A"	"YBR072C-A"	382860	383021	"Unknown"	""	""	
"ATO3"	"YDR384C"	1241204	1242031	"Ammonia (Ammonium) Transport Outward"	""	""	
"YBR139W"	"YBR139W"	515664	517190	"YBR139W"	""	""	
"YKR078W"	"YKR078W"	584952	586709	"Unknown"	""	""	
"MRP49"	"YKL167C"	133721	134134	"Mitochondrial Ribosomal Protein"	""	""	
"MET4"	"YNL103W"	427735	429753	"METhionine requiring"	""	""	
"YBR184W"	"YBR184W"	597363	598934	"Unknown"	""	""	
"ASP3-2"	"YLR157C"	472969	474057	"asparaginase II"	"asparagine degradation"	ASPARAGHYD-RXN	
"SEC27"	"YGL137W"	249869	252738	"SECretory"	""	""	
"YKL077W"	"YKL077W"	291453	292631	"Unknown"	""	""	
"SEC4"	"YFL005W"	130334	130981	"SECretory"	""	""	
"RGA1"	"YOR127W"	561170	564193	"Rho GTPase Activating Protein"	""	""	
"MOH1"	"YBL049W"	126828	127244	"Unknown"	""	""	
"PIM1"	"YBL022C"	177874	181275	"Proteolysis In Mitochondria"	""	""	
"SNF3"	"YDL194W"	111580	114234	"Sucrose NonFermenting"	""	""	
"YJL127C-B"	"YJL127C-B"	181551	181709	"Unknown"	""	""	
"SPH1"	"YLR313C"	760750	762342	"SPa2 Homolog"	""	""	
"NMD2"	"YHR077C"	252374	255756	"Nonsense-mediated MRNA Decay"	""	""	
"SPE2"	"YOL052C"	232446	233636	"S-adenosylmethionine decarboxylase proenzyme" // "S-adenosylmethionine decarboxylase, &alpha; chain" // "S-adenosylmethionine decarboxylase, &beta; chain"	"spermidine and methylthioadenosine biosynthesis" // "spermine and methylthioadenosine biosynthesis"	SAMDECARB-RXN	
"TAF7"	"YMR227C"	722613	724385	"TATA binding protein-Associated Factor"	""	""	
"YDR061W"	"YDR061W"	574164	575783	"YDR061W"	""	""	
"YAL018C"	"YAL018C"	118564	119541	"Unknown"	""	""	
"ATG19"	"YOL082W"	168727	169974	"AuTophaGy related"	""	""	
"SUI3"	"YPL237W"	100496	101353	"SUppressor of Initiator codon"	""	""	
"YAE1"	"YJR067C"	567019	567444	"Unknown"	""	""	
"CDC50"	"YCR094W"	286762	287937	"Cell Division Cycle"	""	""	
"ATP12"	"YJL180C"	87583	88560	"ATP synthase"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I" // "adenosine nucleotides <i>de novo</i> biosynthesis" // "adenosine ribonucleotides <i>de novo</i> biosynthesis"	ATPSYN-RXN	
"YHL012W"	"YHL012W"	78936	80417	"UTP glucose-1-phosphate uridylyltransferase"	"dolichyl glucosyl phosphate biosynthesis" // "UDP-glucose biosynthesis"	GLUC1PURIDYLTRANS-RXN	
"IZH2"	"YOL002C"	323411	324364	"Implicated in Zinc Homeostasis"	""	""	
"SAH1"	"YER043C"	235770	237119	"S-adenosyl-L-homocysteine hydrolase"	"methionine degradation I (to homocysteine)" // "<i>S</i>-adenosyl-L-methionine cycle II"	ADENOSYLHOMOCYSTEINASE-RXN	
"YJL132W"	"YJL132W"	161914	164166	"Unknown"	""	""	
"YCH1"	"YGR203W"	905237	905683	"Yeast Cdc25 Homologue"	""	""	
