"Gene.Name"	"Accession.1"	"gene_standard_name"	"Left.End.Position"	"Right.End.Position"	"Product"	"Pathways.of.gene"	"ec"	"reaction_biocyc"
"SIP5"	"YMR140W"	"YMR140W"	547714	549183	"Snf1 Interacting Protein"	NA	NA	NA
"YML037C"	"YML037C"	"YML037C"	204386	205408	"Unknown"	NA	NA	NA
"VAC17"	"YCL063W"	"YCL063W"	17290	18561	"VACuole related"	NA	NA	NA
"YDR161W"	"YDR161W"	"YDR161W"	779043	780206	"Unknown"	NA	NA	NA
"EGT2"	"YNL327W"	"YNL327W"	24048	27173	"EGT2"	NA	NA	NA
"YLR157C-C"	"YLR157C-C"	"YLR157C-C"	482059	482190	"Unknown"	NA	NA	NA
"NOP7"	"YGR103W"	"YGR103W"	695417	697234	"NucleOlar Protein"	NA	NA	NA
"YDL211C"	"YDL211C"	"YDL211C"	79294	80412	"Unknown"	NA	NA	NA
"SNX3"	"YOR357C"	"YOR357C"	1009224	1009712	"Sorting NeXin"	NA	NA	NA
"YLR352W"	"YLR352W"	"YLR352W"	831116	833539	"Unknown"	NA	NA	NA
"PCI8"	"YIL071C"	"YIL071C"	228660	229994	"Proteasome-COP9 signalosome (CSN)-eIF3"	NA	NA	NA
"YCR095W-A"	"YCR095W-A"	"YCR095W-A"	289639	289797	"Unknown"	NA	NA	NA
"MTH1"	"YDR277C"	"YDR277C"	1014401	1015702	"MSN Three Homolog"	NA	NA	NA
"YLR211C"	"YLR211C"	"YLR211C"	563792	564531	"Unknown"	NA	NA	NA
"SMX3"	"YPR182W"	"YPR182W"	900194	900454	"SMX3"	NA	NA	NA
"YCR016W"	"YCR016W"	"YCR016W"	143634	144506	"Unknown"	NA	NA	NA
"DCW1"	"YKL046C"	"YKL046C"	351275	352624	"Defective Cell Wall"	NA	"3.2.1.101"	"an unbranched alpha-(1,6)-D-mannan + H2O => 2 a 1,6-alpha-D-mannosyloligosaccharide"
"YLR036C"	"YLR036C"	"YLR036C"	221521	222132	"Unknown"	NA	NA	NA
"URA2"	"URA2"	"YJL130C"	165723	172367	"carbamoyl phosphate synthase/aspartate carbamoyltransferase"	"urea cycle // citrulline biosynthesis // glutamine degradation I // UMP biosynthesis II // de novo biosynthesis of pyrimidine ribonucleotides"	NA	"2 ATP + L-glutamine + hydrogencarbonate + H2O => L-glutamate + carbamoyl phosphate + 2 ADP + phosphate + 2 H+;L-aspartate + carbamoyl phosphate => N-carbamoyl-L-aspartate + phosphate + H+"
"YBL100W-C"	"YBL100W-C"	"YBL100W-C"	28427	28546	"Unknown"	NA	NA	NA
"COG3"	"YER157W"	"YER157W"	484788	487193	"Conserved Oligomeric Golgi complex"	NA	NA	NA
"YKL068W-A"	"YKL068W-A"	"YKL068W-A"	309206	309442	"Unknown"	NA	NA	NA
"ERP2"	"YAL007C"	"YAL007C"	137698	138345	"Emp24p/Erv25p Related Protein"	NA	NA	NA
"YBR225W"	"YBR225W"	"YBR225W"	670627	673329	"Unknown"	NA	NA	NA
"VTA1"	"YLR181C"	"YLR181C"	516678	517670	"VpsTwenty Associated"	NA	NA	NA
"KKQ8"	"YKL168C"	"YKL168C"	131288	133462	"Unknown"	NA	NA	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"
"PKR1"	"YMR123W"	"YMR123W"	513593	513961	"Pichia farinosa Killer toxin Resistance"	NA	NA	NA
"YBL095W"	"YBL095W"	"YBL095W"	43277	44089	"Unknown"	NA	NA	NA
"LSB5"	"YCL034W"	"YCL034W"	61658	62722	"Las Seventeen Binding protein"	NA	NA	NA
"YJL077W-B"	"YJL077W-B"	"YJL077W-B"	294047	294145	"Unknown"	NA	NA	NA
"MRPS18"	"YNL306W"	"YNL306W"	58155	58808	"Mitochondrial Ribosomal Protein, Small subunit"	NA	NA	NA
"ERR1"	"ERR1"	"YOR393W"	1080276	1081589	"enolase"	"gluconeogenesis // glycolysis // glycolysis III (from glucose)"	NA	"2-phospho-D-glycerate <=> phosphoenolpyruvate + H2O"
"RPL11B"	"YGR085C"	"YGR085C"	648383	648907	"Ribosomal Protein of the Large subunit"	NA	NA	NA
"YAR068W"	"YAR068W"	"YAR068W"	222406	222891	"Unknown"	NA	NA	NA
"MRS2"	"YOR334W"	"YOR334W"	944596	946008	"Mitochondrial RNA Splicing"	NA	NA	NA
"YJR111C"	"YJR111C"	"YJR111C"	635855	636706	"Unknown"	NA	NA	NA
"MET30"	"YIL046W"	"YIL046W"	268651	270573	"METhionine requiring"	NA	NA	NA
"PAN6"	"PAN6"	"YIL145C"	76354	77283	"pantoate &beta;-alanine ligase"	"phosphopantothenate biosynthesis"	NA	"beta-alanine + (R)-pantoate + ATP => (R)-pantothenate + AMP + diphosphate + H+"
"CHL4"	"YDR254W"	"YDR254W"	965113	966489	"CHromosome Loss"	NA	NA	NA
"YJL171C"	"YJL171C"	"YJL171C"	99704	100894	"Unknown"	NA	NA	NA
"SGV1"	"YPR161C"	"YPR161C"	864449	866422	"Suppressor of Gpa1<sup>Val50</sup> mutation"	NA	NA	"ATP + [a DNA-directed RNA-polymerase] = ADP + phospho-[DNA-directed RNA-polymerase]"
"ECM31"	"ECM31"	"YBR176W"	583720	584658	"3-methyl-2-oxobutanoate hydroxymethyltransferase"	"phosphopantothenate biosynthesis"	NA	"a 5,10-methylene-tetrahydrofolate + 3-methyl-2-oxobutanoate + H2O => 2-dehydropantoate + a tetrahydrofolate"
"SWD2"	"YKL018W"	"YKL018W"	404102	405091	"Set1c, WD40 repeat protein"	NA	NA	NA
"YIR018C-A"	"YIR018C-A"	"YIR018C-A"	385564	385701	"Unknown"	NA	NA	NA
"LYS1"	"LYS1"	"YIR034C"	419615	420736	"YIR034C-MONOMER"	"L-lysine biosynthesis IV"	"1.5.1.7"	"L-saccharopine + NAD+ + H2O => 2-oxoglutarate + L-lysine + NADH + H+"
"YPR148C"	"YPR148C"	"YPR148C"	826833	828140	"Unknown"	NA	NA	NA
"YER140W"	"YER140W"	"YER140W"	451565	453235	"ER Membrane Protein of 65 kDa"	NA	NA	NA
"YIL165C"	"YIL165C"	"YIL165C"	33718	34077	"Unknown"	NA	NA	NA
"NHA1"	"YLR138W"	"YLR138W"	418437	421394	"Na+/H+ Antiporter"	NA	NA	NA
"YPL277C"	"YPL277C"	"YPL277C"	15405	16868	"Unknown"	NA	NA	NA
"SNZ1"	"YMR096W"	"YMR096W"	458408	459301	"PLP synthase"	"citrulline biosynthesis // glutamine degradation I // pyridoxal 5'-phosphate biosynthesis II"	NA	"aldehydo-D-ribose 5-phosphate + D-glyceraldehyde 3-phosphate + L-glutamine => pyridoxal 5'-phosphate + L-glutamate + phosphate + H+ + 3 H2O;D-ribose 5-phosphate + D-glyceraldehyde 3-phosphate + ammonium => pyridoxal 5'-phosphate + phosphate + H+ + 4 H2O;L-glutamine + H2O => L-glutamate + ammonium"
"YHR050W-A"	"YHR050W-A"	"YHR050W-A"	209475	209645	"Unknown"	NA	NA	NA
"RER1"	"YCL001W"	"YCL001W"	111916	112482	"Retention in the Endoplasmic Reticulum"	NA	NA	NA
"YPL107W"	"YPL107W"	"YPL107W"	349119	349865	"Unknown"	NA	NA	NA
"CUS2"	"YNL286W"	"YNL286W"	95223	96080	"Cold sensitive U2 snRNA Suppressor"	NA	NA	NA
"YHR182W"	"YHR182W"	"YHR182W"	468219	470576	"Unknown"	NA	NA	NA
"SPT4"	"YGR063C"	"YGR063C"	617516	617824	"SuPpressor of Ty's"	NA	NA	NA
"YOL038C-A"	"YOL038C-A"	"YOL038C-A"	254926	255021	"Unknown"	NA	NA	NA
"NOP58"	"YOR310C"	"YOR310C"	896825	898360	"NucleOlar Protein of 58 kDa"	NA	NA	NA
"YHR033W"	"YHR033W"	"YHR033W"	175548	176819	"Unknown"	NA	NA	NA
"IRR1"	"YIL026C"	"YIL026C"	304477	307929	"IRRegular"	NA	NA	NA
"GDS1"	"YOR355W"	"YOR355W"	1005137	1006705	"Unknown"	NA	NA	NA
"PCF11"	"YDR228C"	"YDR228C"	921926	923806	"Protein 1 of Cleavage and polyadenylation Factor I"	NA	NA	NA
"YGL041W-A"	"YGL041W-A"	"YGL041W-A"	418825	419289	"Unknown"	NA	NA	NA
"CTF4"	"YPR135W"	"YPR135W"	799234	802017	"Chromosome Transmission Fidelity"	NA	NA	NA
"YOR131C"	"YOR131C"	"YOR131C"	572182	572838	"Unknown"	NA	NA	NA
"COA3"	"YJL062W-A"	"YJL062W-A"	316723	316980	"Cytochrome Oxidase Assembly"	NA	NA	NA
"YGR168C"	"YGR168C"	"YGR168C"	833352	834482	"Unknown"	NA	NA	NA
"PFK26"	"PFK26"	"YIL107C"	163278	165761	"6-phosphofructose-2-kinase"	"fructose 2,6-bisphosphate biosynthesis"	NA	"beta-D-fructofuranose 6-phosphate + ATP => beta-D-fructose 2,6-bisphosphate + ADP + H+"
"YOL073C"	"YOL073C"	"YOL073C"	193832	194800	"Unknown"	NA	NA	NA
"SHO1"	"YER118C"	"YER118C"	397952	399055	"SHO1"	NA	NA	NA
"YGR026W"	"YGR026W"	"YGR026W"	532985	533821	"Unknown"	NA	NA	NA
"CFT2"	"YLR115W"	"YLR115W"	377985	380564	"Cleavage Factor Two"	NA	NA	NA
"YNR068C"	"YNR068C"	"YNR068C"	760067	760885	"Unknown"	NA	NA	NA
"RCO1"	"YMR075W"	"YMR075W"	413982	416036	"RCO1"	NA	NA	NA
"YGL117W"	"YGL117W"	"YGL117W"	288512	289309	"Unknown"	NA	NA	NA
"PHO89"	"YBR296C"	"YBR296C"	796798	798522	"PHOsphate metabolism"	NA	NA	NA
"YNL195C"	"YNL195C"	"YNL195C"	271523	272308	"Unknown"	NA	NA	NA
"YIF1"	"YNL263C"	"YNL263C"	146896	147840	"YIP1-Interacting Factor"	NA	NA	NA
"YFR018C"	"YFR018C"	"YFR018C"	183131	184222	"Unknown"	NA	NA	NA
"ORM1"	"YGR038W"	"YGR038W"	560682	561350	"ORM1"	NA	NA	NA
"YNL046W"	"YNL046W"	"YNL046W"	542304	542822	"Unknown"	NA	NA	NA
"RRP36"	"YOR287C"	"YOR287C"	850937	851839	"Ribosomal RNA Processing"	NA	NA	NA
"YEL076C-A"	"YEL076C-A"	"YEL076C-A"	4185	5114	"Unknown"	NA	NA	NA
"BET1"	"YIL004C"	"YIL004C"	347946	348505	"Blocked Early in Transport"	NA	NA	NA
"YML100W-A"	"YML100W-A"	"YML100W-A"	70138	70311	"Unknown"	NA	NA	NA
"EBS1"	"YDR206W"	"YDR206W"	862054	864708	"Est1-like Bcy1 Suppressor"	NA	NA	NA
"YEL076C"	"YEL076C"	"YEL076C"	4464	5114	"Unknown"	NA	NA	NA
"MRD1"	"YPR112C"	"YPR112C"	749256	751919	"Multiple RNA-binding domain"	NA	NA	NA
"YMR206W"	"YMR206W"	"YMR206W"	675896	676837	"Unknown"	NA	NA	NA
"NMD5"	"YJR132W"	"YJR132W"	669522	672668	"NMD5"	NA	NA	NA
"YDR194W-A"	"YDR194W-A"	"YDR194W-A"	848071	848223	"Unknown"	NA	NA	NA
"GND1"	"GND1"	"YHR183W"	470960	472429	"6-phosphogluconate dehydrogenase, decarboxylating 1"	"pentose phosphate pathway (oxidative branch)"	NA	"D-gluconate 6-phosphate + NADP+ => D-ribulose 5-phosphate + CO2 + NADPH"
"YMR085W"	"YMR085W"	"YMR085W"	437491	438789	"Unknown"	NA	NA	NA
"AST2"	"YER101C"	"YER101C"	360502	361794	"ATPase STabilizing"	NA	NA	NA
"YDR338C"	"YDR338C"	"YDR338C"	1147379	1149466	"Unknown"	NA	NA	NA
"SUL2"	"YLR092W"	"YLR092W"	323544	326225	"SULfate metabolism"	NA	NA	NA
"YML003W"	"YML003W"	"YML003W"	263483	264355	"Unknown"	NA	NA	NA
"BUB2"	"YMR055C"	"YMR055C"	386101	387021	"Budding Uninhibited by Benzimidazole"	NA	NA	NA
"YDR114C"	"YDR114C"	"YDR114C"	681924	682226	"Unknown"	NA	NA	NA
"CHK1"	"YBR274W"	"YBR274W"	749594	751177	"CHeckpoint Kinase"	NA	NA	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"
"YLR154C-G"	"YLR154C-G"	"YLR154C-G"	462522	462671	"Unknown"	NA	NA	NA
"VPS75"	"YNL246W"	"YNL246W"	185460	186349	"Vacuolar Protein Sorting"	NA	NA	NA
"YDL180W"	"YDL180W"	"YDL180W"	135896	137539	"Unknown"	NA	NA	NA
"PEX31"	"YGR004W"	"YGR004W"	502938	504326	"PEroXisome related"	NA	NA	NA
"YLR312C"	"YLR312C"	"YLR312C"	757637	758833	"Unknown"	NA	NA	NA
"DSE3"	"YOR264W"	"YOR264W"	818866	820158	"Daughter Specific Expression"	NA	NA	NA
"YCR108C"	"YCR108C"	"YCR108C"	315997	316188	"Unknown"	NA	NA	NA
"SCH9"	"YHR205W"	"YHR205W"	509363	511837	"SCH9"	NA	NA	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"
"YLR173W"	"YLR173W"	"YLR173W"	502421	504247	"Unknown"	NA	NA	NA
"ATC1"	"YDR184C"	"YDR184C"	830629	831513	"Aip Three Complex"	NA	NA	NA
"ASR1"	"YPR093C"	"YPR093C"	719558	720424	"Alcohol Sensitive Ring/PHD finger"	NA	NA	NA
"AIM25"	"YJR100C"	"YJR100C"	616351	617334	"Altered Inheritance of Mitochondria"	NA	NA	NA
"INM1"	"INM1"	"YHR046C"	197398	198285	"inositol monophosphatase"	"<i>myo</i>-inositol biosynthesis"	NA	"1D-myo-inositol 1-monophosphate + H2O => myo-inositol + phosphate;1D-myo-inositol 3-monophosphate + H2O => myo-inositol + phosphate;1D-myo-inositol 4-monophosphate + H2O => myo-inositol + phosphate;a myo-inositol monophosphate + H2O => myo-inositol + phosphate"
"VTC1"	"YER072W"	"YER072W"	302806	303195	"Vacuolar Transporter Chaperone"	NA	NA	NA
"BUD20"	"YLR074C"	"YLR074C"	281956	282456	"BUD site selection"	NA	NA	NA
"YMR034C"	"YMR034C"	"YMR034C"	339418	340722	"YMR034C"	NA	NA	NA
"SRB6"	"YBR253W"	"YBR253W"	723270	723635	"Suppressor of RNA polymerase B"	NA	NA	NA
"ATG4"	"YNL223W"	"YNL223W"	227370	228854	"AuTophaGy related"	NA	NA	NA
"RAI1"	"YGL246C"	"YGL246C"	37617	38780	"Rat1p Interacting Protein"	NA	NA	NA
"PUS7"	"YOR243C"	"YOR243C"	790211	792241	"PseudoUridine Synthase"	NA	NA	"a uridine13 in tRNA => a pseudouridine13 in tRNA"
"SSP1"	"YHR184W"	"YHR184W"	472744	474459	"SSP1"	NA	NA	NA
"SEC5"	"YDR166C"	"YDR166C"	786306	789221	"SECretory"	NA	NA	NA
"UBA3"	"YPR066W"	"YPR066W"	681213	682112	"UBiquitin-like protein-Activating enzyme"	NA	NA	NA
"AIM24"	"YJR080C"	"YJR080C"	580432	581616	"Altered Inheritance rate of Mitochondria"	NA	NA	NA
"SCW4"	"SCW4"	"YGR279C"	1048798	1049958	"glucosidase"	NA	NA	NA
"TPA1"	"YER049W"	"YER049W"	251728	253662	"Termination and PolyAdenylation"	NA	NA	NA
"IES3"	"YLR052W"	"YLR052W"	247201	247953	"Ino Eighty Subunit"	NA	NA	NA
"BUD22"	"YMR014W"	"YMR014W"	298868	300427	"BUD site selection"	NA	NA	NA
"SLX1"	"YBR228W"	"YBR228W"	675313	676227	"Synthetic Lethal of unknown (X) function"	NA	NA	NA
"SLZ1"	"YNL196C"	"YNL196C"	270275	271171	"SLZ1"	NA	NA	NA
"SDT1"	"YGL224C"	"YGL224C"	78015	78857	"Suppressor of Disruption of TFIIS"	NA	NA	NA
"RUD3"	"YOR216C"	"YOR216C"	747525	748979	"Relieves Uso1-1 transport Defect"	NA	NA	NA
"PEX18"	"YHR160C"	"YHR160C"	419221	420072	"PEroXin"	NA	NA	NA
"DOP1"	"YDR141C"	"YDR141C"	734901	739997	"homolog of A. nidulans DOPey"	NA	NA	NA
"TIF5"	"YPR041W"	"YPR041W"	648704	649921	"Translation Initiation Factor"	NA	NA	NA
"HIT1"	"YJR055W"	"YJR055W"	538772	539266	"HIgh Temperature growth"	NA	NA	NA
"ERG1"	"ERG1"	"YGR175C"	846933	848423	"squalene monooxygenase"	"superpathway of ergosterol biosynthesis // epoxysqualene biosynthesis"	NA	"squalene + a reduced [NADPH-hemoprotein reductase] + oxygen => (3S)-2,3-epoxy-2,3-dihydrosqualene + an oxidized [NADPH-hemoprotein reductase] + H2O"
"SMB1"	"YER029C"	"YER029C"	212587	213177	"SM complex B protein"	NA	NA	NA
"IZH3"	"YLR023C"	"YLR023C"	185498	187129	"Implicated in Zinc Homeostasis"	NA	NA	NA
"GPH1"	"GPH1"	"YPR160W"	861306	864014	"glycogen phosphorylase"	"chitin biosynthesis // glycogen degradation II"	NA	"a debranched alpha-limit dextrin + n phosphate => n alpha-D-glucopyranose 1-phosphate;a glycogen + phosphate => an alpha-limit dextrin + alpha-D-glucopyranose 1-phosphate"
"GTR1"	"YML121W"	"YML121W"	26930	27862	"GTp binding protein Resemblance"	NA	NA	NA
"DER1"	"YBR201W"	"YBR201W"	623576	624211	"Degradation in the Endoplasmic Reticulum"	NA	NA	NA
"NOP13"	"YNL175C"	"YNL175C"	307401	308612	"NucleOlar Protein"	NA	NA	NA
"MCM6"	"YGL201C"	"YGL201C"	117854	120907	"MiniChromosome Maintenance"	NA	NA	NA
"THI72"	"YOR192C"	"YOR192C"	698768	700567	"THI7 homologue 2"	NA	NA	NA
"RPL4B"	"YDR012W"	"YDR012W"	471853	472941	"Ribosomal Protein of the Large subunit"	NA	NA	NA
"RPC10"	"YHR143W-A"	"YHR143W-A"	387233	387445	"RNA Polymerase C"	NA	NA	"a nucleoside triphosphate + RNA(n) = RNA(n+1) + diphosphate"
"VBA4"	"YDR119W"	"YDR119W"	688227	690533	"Vacuolar Basic Amino acid transporter"	NA	NA	NA
"ATP20"	"YPR020W"	"YPR020W"	599870	600217	"ATP synthase"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I // adenosine nucleotides <i>de novo</i> biosynthesis // adenosine ribonucleotides <i>de novo</i> biosynthesis"	NA	"ADP + phosphate + 4 H+[out] <=> ATP + H2O + 3 H+[in]"
"RAD26"	"YJR035W"	"YJR035W"	497355	500612	"RADiation sensitive"	NA	NA	NA
"OST5"	"OST5"	"YGL226C-A"	72749	73158	"oligosaccharyl transferase complex &zeta; subunit"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"	"2.4.1.119"	"alpha-D-galactose 6-phosphate <=> beta-D-galactose 6-phosphate"
"NUG1"	"YER006W"	"YER006W"	162723	164285	"NUclear GTPase"	NA	NA	NA
"SSL1"	"YLR005W"	"YLR005W"	160049	161434	"Suppressor of Stem-Loop mutation"	NA	NA	NA
"PNG1"	"PNG1"	"YPL096W"	366927	368018	"peptide:N-glycanase"	NA	"3.5.1.52"	"a [protein]-N4-(N-acetyl-beta-D-glucosaminyl)-L-asparagine + H2O = N-acetyl-beta-glucosaminylamine + a [protein]-L-aspartate + H+"
"TAF13"	"YML098W"	"YML098W"	77267	77770	"TATA binding protein-Associated Factor"	NA	NA	NA
"DTR1"	"YBR180W"	"YBR180W"	589741	591459	"DiTyRosine"	NA	NA	NA
"INN1"	"YNL152W"	"YNL152W"	346313	347542	"required for INgressioN"	NA	NA	NA
"MPT5"	"YGL178W"	"YGL178W"	167352	170571	"Multicopy suppressor of Pop Two"	NA	NA	NA
"GLN4"	"YOR168W"	"YOR168W"	649303	651732	"glutamine tRNA synthetase"	"tRNA charging"	NA	"a tRNAgln + L-glutamine + ATP => an L-glutaminyl-[tRNAgln] + AMP + diphosphate"
"MFG1"	"YDL233W"	"YDL233W"	36797	38173	"Morphogenetic regulator of Filamentous Growth"	NA	NA	NA
"COX23"	"YHR116W"	"YHR116W"	341665	342120	"Cytochrome OXidase"	"aerobic respiration (cytochrome c) // aerobic respiration (linear view)"	NA	"4 a reduced c-type cytochrome[out] + oxygen[in] + 8 H+[in] => 4 an oxidized c-type cytochrome[out] + 4 H+[out] + 2 H2O[in]"
"GRX3"	"YDR098C"	"YDR098C"	644178	644930	"reduced glutaredoxin 3 // oxidized glutaredoxin 3"	"glutathione-glutaredoxin redox reactions // glutathione-glutaredoxin system"	NA	NA
"YRF1-7"	"YPL283C"	"YPL283C"	280	6007	"YRF1-7"	NA	NA	NA
"MPP10"	"YJR002W"	"YJR002W"	438865	440646	"M Phase Phosphoproteins"	NA	NA	NA
"ATE1"	"ATE1"	"YGL017W"	459854	461365	"arginyl-tRNA-protein transferase"	NA	NA	"a protein + an L-arginyl-[tRNAarg] => a tRNAarg + an N-terminal arginyl-[protein]"
"MAK10"	"YEL053C"	"YEL053C"	53901	56102	"MAintenance of Killer"	NA	NA	"acetyl-CoA + an N-terminal-L-methionyl-L-leucyl-[protein] => an N-terminal Nalpha-acetyl-L-methionyl-L-leucyl-[protein] + coenzyme A + H+;acetyl-CoA + an N-terminal-L-methionyl-L-phenylalanyl-[protein] => an N-terminal Nalpha-acetyl-L-methionyl-L-phenylalanyl-[protein] + coenzyme A + H+;acetyl-CoA + an N-terminal-L-methionyl-L-tyrosyl-[protein] => an N-terminal Nalpha-acetyl-L-methionyl-L-tyrosyl-[protein] + coenzyme A + H+;an N-terminal-L-methionyl-L-isoleucyl-[protein] + acetyl-CoA => an N-terminal Nalpha-acetyl-L-methionyl-L-isoleucyl-[protein] + coenzyme A + H+;an N-terminal-L-methionyl-L-tryptophyl-[protein] + acetyl-CoA => an N-terminal Nalpha-acetyl-L-methionyl-L-tryptophyl-[protein] + coenzyme A + H+"
"FPS1"	"YLL043W"	"YLL043W"	49938	51947	"fdp1 Suppressor"	NA	NA	NA
"CPA1"	"CPA1"	"YOR303W"	882899	884134	"carbamoyl phosphate synthetase"	"citrulline biosynthesis // glutamine degradation I // arginine biosynthesis // urea cycle"	NA	"2 ATP + hydrogencarbonate + ammonium => 2 ADP + carbamoyl phosphate + phosphate + 2 H+;2 ATP + L-glutamine + hydrogencarbonate + H2O => L-glutamate + carbamoyl phosphate + 2 ADP + phosphate + 2 H+"
"ITT1"	"YML068W"	"YML068W"	137550	138944	"ITT1"	NA	NA	NA
"SLI15"	"YBR156C"	"YBR156C"	551104	553200	"Synthetically Lethal with Ipl1"	NA	NA	NA
"SPC98"	"YNL126W"	"YNL126W"	387227	389767	"Spindle Pole Component"	NA	NA	NA
"RCK1"	"YGL158W"	"YGL158W"	207033	208571	"Radiation sensitivity Complementing Kinase"	NA	NA	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"
"SPP2"	"YOR148C"	"YOR148C"	608640	609197	"Suppressor of PrP"	NA	NA	NA
"SHR3"	"YDL212W"	"YDL212W"	78426	79058	"Super high Histidine Resistant"	NA	NA	NA
"HXT4"	"YHR092C"	"YHR092C"	287081	288811	"HeXose Transporter"	NA	NA	NA
"SHU2"	"YDR078C"	"YDR078C"	602198	602869	"Suppressor of HydroxyUrea sensitivity"	NA	NA	NA
"HFI1"	"YPL254W"	"YPL254W"	69485	70951	"Histone H2A Functional Interactor"	NA	NA	NA
"PHO90"	"YJL198W"	"YJL198W"	60844	63489	"PHOsphate metabolism"	NA	NA	NA
"ADK2"	"ADK2"	"YER170W"	525974	526651	"mitochondrial GTP:AMP phosphotransferase"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I // adenosine nucleotides <i>de novo</i> biosynthesis // adenosine ribonucleotides <i>de novo</i> biosynthesis"	NA	"AMP + ATP => 2 ADP"
"MCM3"	"YEL032W"	"YEL032W"	86937	89852	"MiniChromosome Maintenance"	NA	NA	NA
"POM33"	"YLL023C"	"YLL023C"	97997	98836	"POre Membrane, 33 kDa"	NA	NA	NA
"HEM15"	"HEM15"	"YOR176W"	662401	663582	"protoheme ferrolyase"	"superpathway of heme biosynthesis // heme biosynthesis"	NA	"protoporphyrin IX + Fe2+ => ferroheme b + 2 H+"
"RSE1"	"YML049C"	"YML049C"	174220	178305	"RNA Splicing and ER to Golgi transport"	NA	NA	NA
"HSL7"	"YBR133C"	"YBR133C"	501804	504287	"Histone Synthetic Lethal"	NA	"2.1.1.125"	"S-adenosyl-L-methionine + [histone]-L-arginine => S-adenosyl-L-homocysteine + [histone]-Nomega-methyl-arginine + 2 H+"
"AIM37"	"YNL100W"	"YNL100W"	437613	438317	"Altered Inheritance rate of Mitochondria"	NA	NA	NA
"PCL10"	"YGL134W"	"YGL134W"	255663	256964	"Pho85 CycLin"	NA	NA	NA
"PFY1"	"YOR122C"	"YOR122C"	552298	552887	"ProFilin of Yeast"	NA	NA	NA
"RPL35A"	"YDL191W"	"YDL191W"	117664	118517	"Ribosomal Protein of the Large subunit"	NA	NA	NA
"PCL5"	"YHR071W"	"YHR071W"	237004	237693	"Pho85 CycLin"	NA	NA	NA
"YOS9"	"YDR057W"	"YDR057W"	565927	567555	"Yeast OS-9 homolog"	NA	NA	NA
"VMA11"	"YPL234C"	"YPL234C"	104946	105440	"Vacuolar Membrane Atpase"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I // adenosine nucleotides <i>de novo</i> biosynthesis // adenosine ribonucleotides <i>de novo</i> biosynthesis"	NA	"ADP + phosphate + 4 H+[out] <=> ATP + H2O + 3 H+[in]"
"RPL17B"	"YJL177W"	"YJL177W"	90786	91657	"Ribosomal Protein of the Large subunit"	NA	NA	NA
"YAT2"	"YAT2"	"YER024W"	202192	204963	"carnitine acetyltransferase"	"carnitine shuttle"	NA	"L-carnitine[mitochondrial lumen] + acetyl-CoA[mitochondrial lumen] => O-acetylcarnitine[mitochondrial lumen] + coenzyme A[mitochondrial lumen]"
"VAB2"	"YEL005C"	"YEL005C"	145907	146755	"VAc8p Binding"	NA	NA	NA
"SFI1"	"YLL003W"	"YLL003W"	143201	146041	"Suppressor of Fermentation Induced loss of stress resistance"	NA	NA	NA
"ALG6"	"ALG6"	"YOR002W"	329417	331051	"(mannosyl)<sub>9</sub>-(<i>N</i>-acetylglucosaminyl)<sub>2</sub>-diphosphodolichol glucosyltransferase"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"	NA	"alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + a dolichyl beta-D-glucosyl phosphate => alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + a dolichyl phosphate + H+"
"RPS17A"	"YML024W"	"YML024W"	225889	226697	"Ribosomal Protein of the Small subunit"	NA	NA	NA
"YSA1"	"YBR111C"	"YBR111C"	461178	461873	"YSA1"	NA	NA	"ADP-D-ribose + H2O = AMP + D-ribofuranose 5-phosphate + 2 H+"
"PMS1"	"YNL082W"	"YNL082W"	473391	476012	"PostMeiotic Segregation"	NA	NA	NA
"SLD3"	"YGL113W"	"YGL113W"	295932	297938	"Synthetically Lethal with Dpb11-1"	NA	NA	NA
"RPS7A"	"YOR096W"	"YOR096W"	505794	506767	"Ribosomal Protein of the Small subunit"	NA	NA	NA
