"Gene.Name"	"Accession.1"	"Left.End.Position"	"Right.End.Position"	"Product"	"Pathways.of.gene"	"gene_standard_name"	"check"
"HAP1"	"YLR256W"	646415	650923	"Heme Activator Protein"	""	"YLR256W"	TRUE
"HSC82"	"YMR186W"	632355	634472	"HSC82"	""	"YMR186W"	TRUE
"MATALPHA2"	"YCR039C"	199546	200178	"MATing type protein ALPHA"	""	"YCR039C"	TRUE
"RGM1"	"YMR182C"	624532	625167	"RGM1"	""	"YMR182C"	TRUE
"RRP43"	"YCR035C"	191834	193018	"Ribosomal RNA Processing"	""	"YCR035C"	TRUE
"ARC35"	"YNR035C"	693019	694047	"ARp2/3 Complex subunit"	""	"YNR035C"	TRUE
"ENP2"	"YGR145W"	781767	783890	"Essential Nuclear Protein"	""	"YGR145W"	TRUE
"YOR394C-A"	"YOR394C-A"	1084202	1084369	"YOR394C-A"	""	"YOR394C-A"	TRUE
"RPI1"	"YIL119C"	136654	137877	"Ras-cAMP Pathway Inhibitor"	""	"YIL119C"	TRUE
"HIM1"	"YDR317W"	1102184	1103428	"High Induced Mutagenesis"	""	"YDR317W"	TRUE
"BI2"	"Q0110"	36540	38579	"BI2"	""	"Q0110"	TRUE
"YKL091C"	"YKL091C"	269718	270650	"YKL091C"	""	"YKL091C"	TRUE
"PGU1"	"PGU1"	722815	723900	"endo-polygalacturonase"	""	"YJR153W"	FALSE
"AIM11"	"YER093C-A"	347912	348400	"Altered Inheritance rate of Mitochondria"	""	"YER093C-A"	TRUE
"PTA1"	"YAL043C"	58695	61052	"Pre-Trna Accumulation"	""	"YAL043C"	TRUE
"RSA3"	"YLR221C"	578362	579024	"RiboSome Assembly"	""	"YLR221C"	TRUE
"HLJ1"	"YMR161W"	577718	578392	"HomoLogous to E. coli dnaJ protein"	""	"YMR161W"	TRUE
"POL4"	"YCR014C"	139185	140933	"POLymerase"	""	"YCR014C"	TRUE
"ATG3"	"YNR007C"	639182	640114	"AuTophaGy related"	""	"YNR007C"	TRUE
"MEP1"	"YGR121C"	731449	732927	"MEP1"	""	"YGR121C"	TRUE
"YOR378W"	"YOR378W"	1049511	1051058	"YOR378W"	""	"YOR378W"	TRUE
"BMT5"	"YIL096C"	182117	183127	"25S rRNA (uracil<sup>2634</sup>-<i>N</i><sup>3</sup>)-methyltransferase"	""	"YIL096C"	TRUE
"MHR1"	"YDR296W"	1055212	1055892	"Mitochondrial Homologous DNA Recombination"	""	"YDR296W"	TRUE
"ARR3"	"YPR201W"	939922	941136	"ARsenicals Resistance"	""	"YPR201W"	TRUE
"MNR2"	"YKL064W"	317764	320673	"MaNganese Resistance"	""	"YKL064W"	TRUE
"ILV3"	"ILV3"	464451	466208	"dihydroxy-acid dehydratase"	"valine biosynthesis // superpathway of leucine, valine, and isoleucine biosynthesis // isoleucine biosynthesis"	"YJR016C"	FALSE
"ECM32"	"YER176W"	541690	545055	"ExtraCellular Mutant"	""	"YER176W"	TRUE
"FUN26"	"YAL022C"	108877	110430	"Function Unknown Now"	""	"YAL022C"	TRUE
"NOP56"	"YLR197W"	546097	547611	"NucleOlar Protein of 56.8 kDa"	""	"YLR197W"	TRUE
"PSO2"	"YMR137C"	542978	544963	"PSOralen derivative sensitive"	""	"YMR137C"	TRUE
"FYV5"	"YCL058C"	23523	23981	"Function required for Yeast Viability"	""	"YCL058C"	TRUE
"KRE1"	"YNL322C"	33294	34235	"Killer toxin REsistant"	""	"YNL322C"	TRUE
"MDR1"	"YGR100W"	690245	693097	"Mac1-Dependent Regulator"	""	"YGR100W"	TRUE
"SOG2"	"YOR353C"	998453	1000828	"SOG2"	""	"YOR353C"	TRUE
"SEC6"	"YIL068C"	233057	235474	"SECretory"	""	"YIL068C"	TRUE
"DON1"	"YDR273W"	1010176	1011273	"DONut"	""	"YDR273W"	TRUE
"HDA3"	"YPR179C"	893797	895764	"Histone DeAcetylase"	""	"YPR179C"	TRUE
"SPC42"	"YKL042W"	358475	359566	"Spindle Pole Component"	""	"YKL042W"	TRUE
"GSH1"	"GSH1"	234320	236356	"gamma-glutamylcysteine synthetase"	"superpathway of glutathione metabolism (truncated &gamma;-glutamyl cycle) // &gamma;-glutamyl cycle // glutathione biosynthesis"	"YJL101C"	FALSE
"PET122"	"YER153C"	474041	474805	"PETite colonies"	""	"YER153C"	TRUE
"VPS8"	"YAL002W"	143707	147531	"Vacuolar Protein Sorting"	""	"YAL002W"	TRUE
"APS1"	"YLR170C"	500579	501049	"clathrin Associated Protein complex Small subunit"	""	"YLR170C"	TRUE
"SHH3"	"YMR118C"	502144	502734	"SDH3 Homolog"	""	"YMR118C"	TRUE
"RRP7"	"YCL031C"	64675	65568	"Ribosomal RNA Processing"	""	"YCL031C"	TRUE
"RPS19B"	"YNL302C"	61958	62943	"Ribosomal Protein of the Small subunit"	""	"YNL302C"	TRUE
"TOM20"	"YGR082W"	644044	644595	"Translocase of the Outer Mitochondrial membrane"	""	"YGR082W"	TRUE
"SCD5"	"YOR329C"	936731	939349	"Suppressor of Clathrin Deficiency"	""	"YOR329C"	TRUE
"PKP1"	"YIL042C"	275108	276292	"Protein Kinase of PDH"	""	"YIL042C"	TRUE
"PAM1"	"YDR251W"	960614	963106	"Pp2A Multicopy suppressor"	""	"YDR251W"	TRUE
"TPO3"	"YPR156C"	837909	839777	"Transporter of POlyamines"	""	"YPR156C"	TRUE
"PUT3"	"YKL015W"	408544	411483	"Proline UTilization"	""	"YKL015W"	TRUE
"DAL2"	"DAL2"	410807	411838	"allantoicase monomer"	"superpathway of allantoin degradation in yeast // allantoin degradation to glyoxylate I // allantoin degradation to ureidoglycolate I (urea producing)"	"YIR029W"	FALSE
"YER134C"	"YER134C"	437267	437803	"YER134C"	""	"YER134C"	TRUE
"SLX4"	"YLR135W"	413281	415527	"Synthetic Lethal of unknown (X) function"	""	"YLR135W"	TRUE
"UTP15"	"YMR093W"	454015	455556	"U Three Protein"	""	"YMR093W"	TRUE
"PAU9"	"YBL108C-A"	7605	7733	"seriPAUperin"	""	"YBL108C-A"	TRUE
"POP3"	"YNL282W"	107687	108274	"Processing Of Precursor RNAs"	""	"YNL282W"	TRUE
"PEF1"	"YGR058W"	606136	607143	"Penta-EF-Hand protein"	""	"YGR058W"	TRUE
"MCH5"	"YOR306C"	889867	891432	"MonoCarboxylate transporter Homologue"	""	"YOR306C"	TRUE
"RPB3"	"YIL021W"	312905	313861	"RNA Polymerase B"	""	"YIL021W"	TRUE
"HTB1"	"YDR224C"	914317	914712	"Histone h Two B"	""	"YDR224C"	TRUE
"RPS23B"	"YPR132W"	794965	795767	"Ribosomal Protein of the Small subunit"	""	"YPR132W"	TRUE
"MPH3"	"YJR160C"	738008	739816	"Maltose Permease Homolog"	""	"YJR160C"	TRUE
"KTR7"	"KTR7"	200490	202043	"mannosyltransferase"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"	"YIL085C"	FALSE
"SPR6"	"YER115C"	394292	394867	"SPorulation Regulated"	""	"YER115C"	TRUE
"CCW12"	"YLR110C"	369697	370098	"Covalently linked Cell Wall protein"	""	"YLR110C"	TRUE
"ABF2"	"YMR072W"	411569	412120	"ARS-Binding Factor"	""	"YMR072W"	TRUE
"VBA2"	"YBR293W"	787006	788430	"Vacuolar Basic Amino acid transporter"	""	"YBR293W"	TRUE
"YNL260C"	"YNL260C"	156859	157455	"required for biogenesis of the Large ribosomal subunit and initiation of Translation in Oxygen"	""	"YNL260C"	TRUE
"TIM21"	"YGR033C"	554248	554967	"Translocase of the Inner Mitochondrial membrane"	""	"YGR033C"	TRUE
"PLP2"	"YOR281C"	846269	847129	"Phosducin-Like Protein"	""	"YOR281C"	TRUE
"IGO2"	"YHR132W-A"	370054	370449	"Initiation of G zerO"	""	"YHR132W-A"	TRUE
"RAV2"	"YDR202C"	856898	857953	"Regulator of (H+)-ATPase in Vacuolar membrane"	""	"YDR202C"	TRUE
"YPR109W"	"YPR109W"	744689	745573	"YPR109W"	""	"YPR109W"	TRUE
"ENT3"	"YJR125C"	654737	655963	"Epsin N-Terminal homology"	""	"YJR125C"	TRUE
"SOL3"	"SOL3"	423724	424473	"6-phosphogluconolactonase"	"pentose phosphate pathway (oxidative branch)"	"YHR163W"	FALSE
"SHC1"	"YER096W"	351698	353236	"Sporulation-specific Homolog of CSD4"	""	"YER096W"	TRUE
"GAA1"	"YLR088W"	316107	317951	"GPI Anchor Attachment"	""	"YLR088W"	TRUE
"FAR3"	"YMR052W"	379586	380200	"Factor ARrest"	""	"YMR052W"	TRUE
"EFM2"	"YBR271W"	744852	746111	"Elongation Factor Methyltransferase"	""	"YBR271W"	TRUE
"SLA2"	"YNL243W"	188051	190957	"Synthetic Lethal with ABP1"	""	"YNL243W"	TRUE
"YGR001C"	"YGR001C"	497133	498034	"N-6 Adenine-specific DNA Methyltransferase Like"	""	"YGR001C"	TRUE
"RPT4"	"YOR259C"	812395	813708	"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"	""	"YOR259C"	TRUE
"AIM46"	"YHR199C"	497490	498422	"Altered Inheritance rate of Mitochondria"	""	"YHR199C"	TRUE
"SAS4"	"YDR181C"	825910	827355	"Something About Silencing"	""	"YDR181C"	TRUE
"SUA7"	"YPR086W"	710101	711138	"Suppressor of Upstream AUG"	""	"YPR086W"	TRUE
"SFC1"	"YJR095W"	609773	610741	"Succinate-Fumarate Carrier"	""	"YJR095W"	TRUE
"NCP1"	"NCP1"	190543	192618	"NADP-cytochrome P450 reductase"	""	"YHR042W"	FALSE
"RGI1"	"YER067W"	292066	292551	"Respiratory Growth Induced"	""	"YER067W"	TRUE
"MEF1"	"YLR069C"	271630	273915	"Mitochondrial Elongation Factor"	""	"YLR069C"	TRUE
"EIS1"	"YMR031C"	332212	334743	"EISosome"	""	"YMR031C"	TRUE
"ENP1"	"YBR247C"	713004	714455	"Essential Nuclear Protein"	""	"YBR247C"	TRUE
"RAP1"	"YNL216W"	241689	244172	"Repressor Activator Protein"	""	"YNL216W"	TRUE
"KAP114"	"YGL241W"	45445	48459	"KAryoPherin"	""	"YGL241W"	TRUE
"HES1"	"YOR237W"	781994	783298	"Homologous to kES1"	""	"YOR237W"	TRUE
"FMO1"	"YHR176W"	454229	455527	"FMO1"	""	"YHR176W"	TRUE
"NBP2"	"YDR162C"	780390	781100	"Nap1 Binding Protein"	""	"YDR162C"	TRUE
"YMC1"	"YPR058W"	673751	674674	"Yeast Mitochondrial Carrier"	""	"YPR058W"	TRUE
"MOG1"	"YJR074W"	573095	573751	"Multicopy suppressor Of ts Gsp1"	""	"YJR074W"	TRUE
"ENO1"	"ENO1"	1000927	1002240	"enolase I"	"gluconeogenesis // glycolysis // glycolysis III (from glucose)"	"YGR254W"	FALSE
"SPO73"	"YER046W"	243180	243611	"SPOrulation"	""	"YER046W"	TRUE
"FRE8"	"YLR047C"	239347	241407	"FRE8"	""	"YLR047C"	TRUE
"ADI1"	"YMR009W"	284102	284641	"MONOMER3O-186"	"methionine salvage pathway"	"YMR009W"	TRUE
"PCS60"	"YBR222C"	666720	668351	"PCS60"	""	"YBR222C"	TRUE
"YNL190W"	"YNL190W"	282395	283009	"YNL190W"	""	"YNL190W"	TRUE
"NIF3"	"YGL221C"	81426	82292	"Ngg1p-Interacting Factor"	""	"YGL221C"	TRUE
"STE4"	"YOR212W"	742910	744181	"STErile"	""	"YOR212W"	TRUE
"REC104"	"YHR157W"	412907	413455	"RECombination"	""	"YHR157W"	TRUE
"HPR1"	"YDR138W"	730578	732836	"HyPerRecombination"	""	"YDR138W"	TRUE
"VMA13"	"YPR036W"	643836	645272	"VMA13"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I // adenosine nucleotides <i>de novo</i> biosynthesis // adenosine ribonucleotides <i>de novo</i> biosynthesis"	"YPR036W"	TRUE
"RAD7"	"YJR052W"	532062	533759	"RADiation sensitive"	""	"YJR052W"	TRUE
"ASN2"	"ASN2"	739944	741662	"asparagine synthetase (glutamine-hydrolyzing) 2"	"citrulline biosynthesis // glutamine degradation I // asparagine biosynthesis"	"YGR124W"	FALSE
"GCD11"	"YER025W"	205251	206834	"General Control Derepressed"	""	"YER025W"	TRUE
"YEH2"	"YLR020C"	181789	183405	"steryl ester hydrolase 2"	"sterol:steryl ester interconversion"	"YLR020C"	TRUE
"TKL1"	"TKL1"	692796	694838	"transketolase"	"pentose phosphate pathway // pentose phosphate pathway (non-oxidative branch)"	"YPR074C"	FALSE
"ATR1"	"YML116W"	38196	39824	"AminoTriazole Resistance"	""	"YML116W"	TRUE
"TAF5"	"YBR198C"	616127	618523	"TATA binding protein-Associated Factor"	""	"YBR198C"	TRUE
"FMP41"	"YNL168C"	318030	318809	"Found in Mitochondrial Proteome"	""	"YNL168C"	TRUE
"MDS3"	"YGL197W"	124698	129161	"Mck1 Dosage Suppressor"	""	"YGL197W"	TRUE
"MSB1"	"YOR188W"	685767	689180	"Multicopy Suppressor of a Budding defect"	""	"YOR188W"	TRUE
"SOK1"	"YDR006C"	458542	461247	"Suppressor Of Kinase"	""	"YDR006C"	TRUE
"SPS100"	"YHR139C"	378219	379199	"SPorulation Specific"	""	"YHR139C"	TRUE
"MRPL1"	"YDR116C"	682724	683581	"Mitochondrial Ribosomal Protein, Large subunit"	""	"YDR116C"	TRUE
"DSS4"	"YPR017C"	593486	593917	"Dominant Suppressor of Sec4"	""	"YPR017C"	TRUE
"GEA1"	"YJR031C"	486586	490812	"Guanine nucleotide Exchange on ARF"	""	"YJR031C"	TRUE
"CDC55"	"CDC55"	145809	147389	"protein phosphatase 2A regulatory subunit B"	""	"YGL190C"	FALSE
"NOP16"	"YER002W"	156803	157498	"NucleOlar Protein"	""	"YER002W"	TRUE
"NOC3"	"YLR002C"	154343	156334	"NucleOlar Complex associated"	""	"YLR002C"	TRUE
"KTR6"	"KTR6"	457118	458458	"mannosylphosphate transferase"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"	"YPL053C"	FALSE
"GIM5"	"YML094W"	82275	82849	"Gene Involved in Microtubule biogenesis"	""	"YML094W"	TRUE
"UMP1"	"YBR173C"	581726	582172	"Ubiquitin-Mediated Proteolysis"	""	"YBR173C"	TRUE
"ALF1"	"YNL148C"	349907	350671	"ALpha-tubulin Foldin"	""	"YNL148C"	TRUE
"XRN1"	"YGL173C"	175527	180113	"eXoRiboNuclease"	""	"YGL173C"	TRUE
"SEY1"	"YOR165W"	644566	646896	"Synthetic Enhancement of YOP1"	""	"YOR165W"	TRUE
"SSB1"	"YDL229W"	44065	45906	"Stress-Seventy subfamily B"	""	"YDL229W"	TRUE
"APE4"	"YHR113W"	336337	337809	"APE4"	""	"YHR113W"	TRUE
"DNF2"	"YDR093W"	631282	636120	"Drs2 Neo1 Family"	""	"YDR093W"	TRUE
"SAM3"	"YPL274W"	22938	24701	"S-AdenosylMethionine metabolism"	""	"YPL274W"	TRUE
"VTH2"	"YJL222W"	11475	16124	"VTH2"	""	"YJL222W"	TRUE
"IRC7"	"IRC7"	264204	265226	"cystathionine beta-lyase"	"superpathway of sulfur amino acid biosynthesis (<i>Saccharomyces cerevisiae</i>) // cysteine biosynthesis IV (fungi) // homocysteine and cysteine interconversion"	"YFR055W"	FALSE
"RML2"	"YEL050C"	59670	60851	"Ribosomal Mitochondrial Large"	""	"YEL050C"	TRUE
"UBI4"	"YLL039C"	64062	65207	"Ubiquitin"	""	"YLL039C"	TRUE
"MOD5"	"MOD5"	837674	838960	"transfer RNA isopentenyl transferase"	""	"YOR274W"	FALSE
"ORC1"	"YML065W"	142210	144954	"Origin Recognition Complex"	""	"YML065W"	TRUE
"SPP381"	"YBR152W"	546376	547251	"Suppressor of PrP38-1"	""	"YBR152W"	TRUE
"NMA111"	"YNL123W"	394685	397678	"Nuclear Mediator of Apoptosis"	""	"YNL123W"	TRUE
"PEX14"	"YGL153W"	216273	217298	"PEroXisome related"	""	"YGL153W"	TRUE
"ELG1"	"YOR144C"	602717	605092	"Enhanced Level of Genomic instability"	""	"YOR144C"	TRUE
"NHP2"	"YDL208W"	87512	87982	"Non-Histone Protein"	""	"YDL208W"	TRUE
"GAR1"	"YHR089C"	282681	283298	"GAR1"	""	"YHR089C"	TRUE
"PPH3"	"YDR075W"	597156	598082	"Protein PHosphatase"	""	"YDR075W"	TRUE
"ICY2"	"YPL250C"	74309	74719	"Interacting with the CYtoskeleton"	""	"YPL250C"	TRUE
"CDC6"	"YJL194W"	69338	70879	"Cell Division Cycle"	""	"YJL194W"	TRUE
"PRS2"	"PRS2"	358105	359061	"ribose-phosphate pyrophosphokinase"	"superpathway of thiamin diphosphate biosynthesis III (eukaryotes) // PRPP biosynthesis"	"YER099C"	FALSE
"VMA3"	"YEL027W"	100769	101251	"Vacuolar Membrane Atpase"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I // adenosine nucleotides <i>de novo</i> biosynthesis // adenosine ribonucleotides <i>de novo</i> biosynthesis"	"YEL027W"	TRUE
"KNS1"	"YLL019C"	105686	107899	"Kinase Next to SPA2"	""	"YLL019C"	TRUE
"SMP3"	"SMP3"	609838	611388	"alpha 1,2 mannosyltransferase"	""	"YOR149C"	FALSE
"PRP39"	"YML046W"	181474	183363	"Pre-mRNA Processing"	""	"YML046W"	TRUE
"SHE3"	"YBR130C"	495592	496869	"Swi5p-dependent HO Expression"	""	"YBR130C"	TRUE
"PHO23"	"YNL097C"	441366	442358	"PHOsphate metabolism"	""	"YNL097C"	TRUE
"CEG1"	"YGL130W"	266145	267524	"mRNA capping enzyme &alpha; subunit"	"mRNA capping"	"YGL130W"	TRUE
"RPT5"	"YOR117W"	545029	546333	"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"	""	"YOR117W"	TRUE
"PPH22"	"YDL188C"	123865	124998	"Protein PHosphatase"	""	"YDL188C"	TRUE
"HTD2"	"YHR067W"	230970	231812	"hydroxyacyl-thioester dehydratase"	"palmitate biosynthesis // octanoyl-ACP biosynthesis (mitochondria)"	"YHR067W"	TRUE
"DBF4"	"YDR052C"	558511	560625	"DumbBell Forming"	""	"YDR052C"	TRUE
"USV1"	"YPL230W"	115312	116487	"Up in StarVation"	""	"YPL230W"	TRUE
"RFA3"	"YJL173C"	96161	96529	"Replication Factor A"	""	"YJL173C"	TRUE
"PMI40"	"PMI40"	157736	159118	"mannose-6-phosphate isomerase"	"mannose degradation // dolichyl phosphate D-mannose biosynthesis // D-mannose degradation // GDP-mannose biosynthesis"	"YER003C"	FALSE
"IRC22"	"YEL001C"	150301	150978	"Increased Recombination Centers"	""	"YEL001C"	TRUE
"PCC1"	"YKR095W-A"	625864	626205	"Polarized growth Chromatin-associated Controller"	""	"YKR095W-A"	TRUE
"ARG8"	"ARG8"	58759	60030	"acetylornithine aminotransferase"	"arginine biosynthesis"	"YOL140W"	FALSE
"PSP2"	"YML017W"	236588	238731	"Polymerase SuPpressor"	""	"YML017W"	TRUE
"IML3"	"YBR107C"	453793	454530	"Increased Minichromosome Loss"	""	"YBR107C"	TRUE
"TPM1"	"YNL079C"	478566	479165	"TroPoMyosin"	""	"YNL079C"	TRUE
"CUE3"	"YGL110C"	301537	303411	"Coupling of Ubiquitin conjugation to ER degradation"	""	"YGL110C"	TRUE
"ECM3"	"YOR092W"	495127	496968	"ExtraCellular Mutant"	""	"YOR092W"	TRUE
"STE7"	"YDL159W"	172481	174028	"STErile"	""	"YDL159W"	TRUE
"SRB2"	"YHR041C"	189131	189864	"Suppressor of RNA polymerase B"	""	"YHR041C"	TRUE
"RAD28"	"YDR030C"	501753	503273	"RADiation sensitive"	""	"YDR030C"	TRUE
"RKM1"	"YPL208W"	157842	159593	"Ribosomal lysine (K) Methyltransferase"	""	"YPL208W"	TRUE
"SFH5"	"YJL145W"	145160	146044	"Sec Fourteen Homolog"	""	"YJL145W"	TRUE
"TSA2"	"TSA2"	1365072	1365662	"thioredoxin-peroxidase"	""	"YDR453C"	FALSE
"IRC4"	"YDR540C"	1517136	1517675	"Increased Recombination Centers"	""	"YDR540C"	TRUE
"MLP1"	"YKR095W"	619805	625432	"Myosin-Like Protein"	""	"YKR095W"	TRUE
"ABZ1"	"ABZ1"	687635	689998	"para-AminoBenZoic acid (PABA) biosynthesis"	"superpathway of tetrahydrofolate biosynthesis and salvage // superpathway of tetrahydrofolate biosynthesis // p-aminobenzoate biosynthesis // 4-aminobenzoate biosynthesis"	"YNR033W"	FALSE
"MIM2"	"YLR099W-A"	341325	341588	"MIM2"	""	"YLR099W-A"	TRUE
"TEC1"	"YBR083W"	409169	410629	"Transposon Enhancement Control"	""	"YBR083W"	TRUE
"GCD10"	"YNL062C"	508776	510212	"tRNA (adenine<sup>58</sup>-<i>N</i><sup>1</sup>)-methyltransferase  subunit TRM6"	"tRNA methylation"	"YNL062C"	TRUE
"LIF1"	"YGL090W"	343319	344584	"Ligase Interacting Factor"	""	"YGL090W"	TRUE
"NRT1"	"YOR071C"	459480	461276	"Nicotinamide Riboside Transporter"	""	"YOR071C"	TRUE
"RPL35B"	"YDL136W"	217600	218367	"Ribosomal Protein of the Large subunit"	""	"YDL136W"	TRUE
"YSC84"	"YHR016C"	136881	138455	"YSC84"	""	"YHR016C"	TRUE
"POS5"	"YPL188W"	191406	192650	"NAD(+)/NADH kinase"	"superpathway NAD/NADP - NADH/NADPH interconversion // NAD/NADP-NADH/NADPH cytosolic interconversion // NAD/NADP-NADH/NADPH mitochondrial interconversion"	"YPL188W"	TRUE
"PHO86"	"YJL117W"	192531	193466	"PHOsphate metabolism"	""	"YJL117W"	TRUE
"CTA1"	"CTA1"	968133	969680	"catalase A"	"superoxide radicals degradation"	"YDR256C"	FALSE
"SMT3"	"YDR510W"	1469400	1469705	"Suppressor of Mif Two"	""	"YDR510W"	TRUE
"MSA2"	"YKR077W"	583653	584744	"Mbf and Sbf Associated"	""	"YKR077W"	TRUE
"POP1"	"POP1"	231068	233695	"ribonuclease P"	""	"YNL221C"	FALSE
"RPL6B"	"YLR448W"	1028854	1029768	"Ribosomal Protein of the Large subunit"	""	"YLR448W"	TRUE
"HSF1"	"YGL073W"	368753	371254	"Heat Shock transcription Factor"	""	"YGL073W"	TRUE
"ORC2"	"YBR060C"	360652	362514	"Origin Recognition Complex"	""	"YBR060C"	TRUE
"HHT2"	"YNL031C"	575640	576050	"Histone H Three"	""	"YNL031C"	TRUE
"DBP5"	"YOR046C"	414459	415907	"Dead Box Protein"	""	"YOR046C"	TRUE
"CYK3"	"YDL117W"	248581	251238	"CYtoKinesis"	""	"YDL117W"	TRUE
"ARN1"	"YHL040C"	19088	20971	"AFT1 ReguloN"	""	"YHL040C"	TRUE
"MEX67"	"YPL169C"	229039	230838	"Messenger RNA EXport factor of 67 kDa"	""	"YPL169C"	TRUE
"BCK1"	"YJL095W"	247255	251691	"Bypass of C Kinase"	""	"YJL095W"	TRUE
"TPI1"	"TPI1"	555726	556472	"triosephosphate isomerase"	"glycolysis // glycolysis III (from glucose)"	"YDR050C"	FALSE
"PKH1"	"YDR490C"	1431968	1434268	"Pkb-activating Kinase Homolog"	""	"YDR490C"	TRUE
"DYN1"	"YKR054C"	535647	547925	"DYNein"	""	"YKR054C"	TRUE
"ADH6"	"ADH6"	911061	912143	"NADPH-dependent alcohol dehydrogenase"	"xylose metabolism"	"YMR318C"	FALSE
"TUS1"	"YLR425W"	982894	986817	"TOR Unique function Suppressor"	""	"YLR425W"	TRUE
"TIF4632"	"YGL049C"	406860	409604	"Translation Initiation Factor"	""	"YGL049C"	TRUE
"SCO1"	"YBR037C"	310565	311452	"Synthesis of Cytochrome c Oxidase 1"	""	"YBR037C"	TRUE
"LST8"	"YNL006W"	620067	620978	"Lethal with Sec Thirteen"	""	"YNL006W"	TRUE
"STI1"	"YOR027W"	381053	382822	"STress Inducible"	""	"YOR027W"	TRUE
"RPN6"	"YDL097C"	285391	286695	"Regulatory Particle Non-ATPase"	""	"YDL097C"	TRUE
"AIM17"	"YHL021C"	64462	65859	"Altered Inheritance rate of Mitochondria"	""	"YHL021C"	TRUE
"ATG5"	"YPL149W"	271310	272194	"AuTophaGy related"	""	"YPL149W"	TRUE
"BPL1"	"BPL1"	203039	205111	"biotin:apoprotein ligase"	"biotin-carboxyl carrier protein assembly"	"YDL141W"	FALSE
"PRY1"	"YJL079C"	289875	290774	"Pathogen Related in Yeast"	""	"YJL079C"	TRUE
"UGO1"	"YDR470C"	1399706	1401214	"UGO (Japanese for fusion)"	""	"YDR470C"	TRUE
"SAP190"	"YKR028W"	494257	497358	"Sit4 Associated Protein"	""	"YKR028W"	TRUE
"ERG2"	"ERG2"	667537	668205	"YMR202W-MONOMER"	"superpathway of ergosterol biosynthesis // ergosterol biosynthesis"	"YMR202W"	FALSE
"BDF1"	"YLR399C"	919536	921596	"BromoDomain Factor"	""	"YLR399C"	TRUE
"ALK1"	"YGL021W"	454785	457067	"ALK1"	""	"YGL021W"	TRUE
"FLR1"	"YBR008C"	252563	254209	"FLuconazole Resistance"	""	"YBR008C"	TRUE
"TGL3"	"YMR313C"	899379	901307	"triacylglycerol lipase"	"phospholipid remodeling (phosphatidylethanolamine) // triacylglycerol degradation"	"YMR313C"	TRUE
"TSR3"	"YOR006C"	337680	338621	"Twenty S rRNA accumulation"	""	"YOR006C"	TRUE
"YET3"	"YDL072C"	329836	330447	"Yeast Endoplasmic reticulum Transmembrane protein"	""	"YDL072C"	TRUE
"ARA2"	"YMR041C"	350966	351973	"MONOMER3O-32"	"dehydro-D-arabinono-1,4-lactone biosynthesis"	"YMR041C"	TRUE
"RPL5"	"YPL131W"	303121	304014	"Ribosomal Protein of the Large subunit"	""	"YPL131W"	TRUE
"AAD3"	"AAD3"	313890	314981	"aryl-alcohol dehydrogenase"	""	"YCR107W"	FALSE
"TIM54"	"YJL054W"	334265	335701	"Translocase of the Inner Mitochondrial membrane"	""	"YJL054W"	TRUE
"RPS18A"	"YDR450W"	1359923	1360798	"Ribosomal Protein of the Small subunit"	""	"YDR450W"	TRUE
"MEH1"	"YKR007W"	451434	451988	"Multicopy suppressor of Ers1 Hygromycin B sensitivity"	""	"YKR007W"	TRUE
"ALO1"	"ALO1"	95791	97371	"D-arabinono-1,4-lactone oxidase"	"dehydro-D-arabinono-1,4-lactone biosynthesis"	"YML086C"	FALSE
"LSB3"	"YFR024C-A"	201960	203433	"Las Seventeen Binding protein"	""	"YFR024C-A"	TRUE
"AVT5"	"YBL089W"	49574	50953	"Amino acid Vacuolar Transport"	""	"YBL089W"	TRUE
"SMC6"	"YLR383W"	885288	888632	"Structural Maintenance of Chromosomes"	""	"YLR383W"	TRUE
"TDA1"	"YMR291W"	852630	854390	"Topoisomerase I Damage Affected"	""	"YMR291W"	TRUE
"PSF3"	"YOL146W"	48864	49448	"Partner of Sld Five"	""	"YOL146W"	TRUE
"SIT4"	"YDL047W"	369771	370706	"Suppressor of Initiation of Transcription"	""	"YDL047W"	TRUE
"SLH1"	"YGR271W"	1031791	1037694	"SKI2-Like Helicase"	""	"YGR271W"	TRUE
"YPL113C"	"YPL113C"	335953	337143	"YPL113C"	""	"YPL113C"	TRUE
"ILV6"	"ILV6"	104619	105548	"acetolactate synthase, regulatory subunit"	"isoleucine biosynthesis // superpathway of leucine, valine, and isoleucine biosynthesis // valine biosynthesis // (<i>R</i>)-acetoin biosynthesis I"	"YCL009C"	FALSE
"MAD2"	"YJL030W"	387657	388247	"Mitotic Arrest-Deficient"	""	"YJL030W"	TRUE
"CAD1"	"YDR423C"	1318046	1319275	"CADmium resistance"	""	"YDR423C"	TRUE
"EMC3"	"YKL207W"	48194	48955	"Altered Inheritance rate of Mitochondria"	""	"YKL207W"	TRUE
"FBP1"	"FBP1"	873746	874792	"fructose-1,6-bisphosphatase"	"gluconeogenesis"	"YLR377C"	FALSE
